game_pk,game_date_utc,team_side,team_id,team_name,team_abbrev,opponent_team_id,opponent_team_name,opponent_team_abbrev,probable_pitcher_id,probable_pitcher_name,games_played,wins,losses,win_pct,runs_scored_avg,runs_allowed_avg,run_diff_avg,recent_games,recent_win_pct,recent_runs_scored_avg,recent_runs_allowed_avg,recent_run_diff_avg,streak,home_win_pct,away_win_pct,home_runs_scored_avg,home_runs_allowed_avg,away_runs_scored_avg,away_runs_allowed_avg,one_run_win_pct,recent3_win_pct,recent5_win_pct,recent3_runs_scored_avg,recent3_runs_allowed_avg,recent5_runs_scored_avg,recent5_runs_allowed_avg,pythag_win_pct,carryover_weight,rest_days,played_yesterday,games_last_7_days,travel_distance_km,last_game_was_home,last_game_margin,last_game_runs_scored,last_game_runs_allowed,last_game_won,standings_wins,standings_losses,standings_games_played,standings_win_pct,standings_run_diff,standings_pythag_win_pct,standings_carryover_weight,standings_league_id,standings_division_id,standings_league_rank,standings_league_games_back,standings_division_rank,standings_division_games_back,boxscore_recent_games,boxscore_carryover_weight,boxscore_batting_runs_avg,boxscore_batting_hits_avg,boxscore_batting_walks_avg,boxscore_batting_strikeouts_avg,boxscore_batting_home_runs_avg,boxscore_batting_doubles_avg,boxscore_batting_triples_avg,boxscore_batting_stolen_bases_avg,boxscore_batting_left_on_base_avg,boxscore_batting_at_bats_avg,boxscore_batting_obp_proxy_avg,boxscore_batting_slg_proxy_avg,boxscore_pitching_runs_allowed_avg,boxscore_pitching_hits_allowed_avg,boxscore_pitching_walks_allowed_avg,boxscore_pitching_strikeouts_avg,boxscore_pitching_home_runs_allowed_avg,boxscore_fielding_errors_avg,bullpen_recent_games,bullpen_games_with_relief,bullpen_relievers_used,bullpen_innings_pitched,bullpen_era,bullpen_whip,bullpen_k_per_9,bullpen_pitches,bullpen_avg_relievers_per_game,bullpen_carryover_weight,pitcher_recent_appearances,pitcher_recent_innings_pitched,pitcher_recent_era,pitcher_recent_whip,pitcher_recent_k_per_9,pitcher_recent_bb_per_9,pitcher_recent_hr_per_9,pitcher_recent_strikeouts,pitcher_recent_walks,pitcher_recent_hits_allowed,pitcher_recent_pitches,pitcher_recent_batters_faced,pitcher_season_appearances,pitcher_season_innings_pitched,pitcher_season_era,pitcher_season_whip,pitcher_season_k_per_9,pitcher_season_bb_per_9,pitcher_season_hr_per_9,pitcher_days_since_last_appearance,pitcher_last_appearance_innings_pitched,pitcher_last_appearance_earned_runs,pitcher_last_appearance_hits,pitcher_last_appearance_walks,pitcher_last_appearance_strikeouts,pitcher_last_appearance_pitches,pitcher_profile_age,pitcher_profile_height_inches,pitcher_profile_weight_lbs,pitcher_profile_throws_right,pitcher_profile_throws_left,pitcher_profile_bats_right,pitcher_profile_bats_left
778071,2025-05-03T23:10:00+00:00,away,112,Chicago Cubs,CHC,158,Milwaukee Brewers,MIL,592791,Jameson Taillon,49.36,24.24,25.12,0.3235,3.9721,5.4763,-1.5042,8.2,0.3293,3.8947,5.3093,-1.4147,-1,0.1521,0.4948,2.5427,4.5541,5.4015,6.3985,0.451,0.4267,0.348,3.7333,5.08,3.82,5.216,0.5226,0.28,34,0,0,,0,-7,1,8,0,24.24,25.12,49.36,0.4911,9.76,0.5226,0.28,104,205,10,7.2,3,3.93,8.2,0.28,3.8947,7.1253,4.2293,8.5893,0.4787,1.72,0.056,1.304,16.0187,33.9067,0.2836,0.2922,5.3093,8.9747,4.0613,7.3293,1.416,0.3973,5.4,5.4,18.48,22.52,4.2682,1.5115,9.6075,413.4,3.4222,0.28,6,35.3333,2.8019,0.9057,7.6415,2.0377,1.0189,30.0,8.0,24.0,531.0,137.0,7,39.6667,3.8571,1.0336,7.0336,1.8151,1.3613,0,6.0,2.0,3.0,1.0,5.0,88.0,34,77.0,230.0,1,0,1,0
778072,2025-05-03T23:15:00+00:00,home,110,Baltimore Orioles,BAL,118,Kansas City Royals,KC,608372,Tomoyuki Sugano,53.345,29.665,23.68,0.5184,6.3159,4.7816,1.5343,6.725,0.5105,6.16,4.727,1.433,-1,0.5432,0.523,4.6296,4.321,6.3777,4.7772,0.4375,0.6575,0.5945,7.105,4.055,6.811,4.874,0.5622,0.315,35,0,0,,0,-6,2,8,0,29.665,23.68,53.345,0.5561,30.775,0.5622,0.315,103,201,3,1.83,2,1.83,6.725,0.315,6.16,8.5945,3.9645,8.7415,2.7965,0.8255,0.021,0.189,13.5735,34.273,0.3148,0.4868,4.727,8.496,3.748,6.819,0.7625,0.748,3.575,3.575,12.3,14.3867,5.0297,1.7433,8.1231,252.66,3.4406,0.315,6,35.0,2.8286,1.0857,5.1429,1.5429,1.8,20.0,6.0,32.0,517.0,140.0,7,39.0,3.0,1.1282,4.8462,1.8462,1.6154,0,6.0,2.0,4.0,2.0,4.0,79.0,36,73.0,230.0,1,0,1,0
778072,2025-05-03T23:15:00+00:00,away,118,Kansas City Royals,KC,110,Baltimore Orioles,BAL,663460,Kris Bubic,54.865,28.595,26.27,0.1765,4.1786,5.9943,-1.8157,5.9875,0.133,3.601,5.6922,-2.0912,-1,0.1847,0.5062,4.2504,6.0969,4.321,3.6667,0.4474,0.1108,0.1995,3.2242,5.4483,3.6675,5.404,0.5579,0.3325,36,0,0,,1,-3,4,7,0,28.595,26.27,54.865,0.5212,27.2575,0.5579,0.3325,103,202,6,3.66,2,3.1612,5.9875,0.3325,3.601,6.7783,1.7758,9.7562,0.8448,1.6897,0.0887,1.6453,12.8202,34.1798,0.2366,0.3247,5.6922,8.9803,3.1108,6.6403,0.9113,0.266,2.6625,2.6625,10.985,12.6475,2.3714,1.0002,7.3384,197.0125,4.1258,0.3325,6,35.0,2.3143,1.1714,8.2286,2.8286,0.5143,32.0,11.0,30.0,541.0,145.0,7,41.0,1.9756,1.122,8.7805,2.8537,0.439,0,5.0,0.0,4.0,1.0,3.0,72.0,28,75.0,220.0,0,1,0,1
778076,2025-05-03T23:15:00+00:00,home,144,Atlanta Braves,ATL,119,Los Angeles Dodgers,LAD,680885,Spencer Schwellenbach,53.03,28.035,24.995,0.1731,3.7664,4.9478,-1.1814,6.725,0.189,3.9725,4.8805,-0.908,-2,0.5679,0.1672,3.9012,3.8889,3.9064,4.9031,0.1319,0.105,0.189,3.6575,5.0275,3.4685,4.5865,0.5614,0.315,34,0,0,,0,-1,3,4,0,28.035,24.995,53.03,0.5287,26.555,0.5614,0.315,104,204,7,5.24,3,3.635,6.725,0.315,3.9725,7.008,4.538,10.5235,1.5525,0.8885,0.042,0.147,14.9305,33.7835,0.2982,0.3659,4.8805,8.929,2.273,7.176,1.3425,0.126,3.575,3.575,12.355,10.725,6.0462,1.0,8.9077,157.23,3.4559,0.315,6,35.3333,4.5849,1.2453,8.4057,1.5283,1.2736,33.0,6.0,38.0,537.0,151.0,7,41.3333,3.9194,1.1129,8.0565,1.5242,1.0887,0,3.6667,6.0,8.0,1.0,4.0,91.0,25,73.0,200.0,1,0,1,0
778076,2025-05-03T23:15:00+00:00,away,119,Los Angeles Dodgers,LAD,144,Atlanta Braves,ATL,808963,Roki Sasaki,48.8,31.16,17.64,0.8897,5.5855,3.5107,2.0747,8.2,0.9253,6.1933,3.4973,2.696,4,0.902,0.8775,6.052,4.3565,5.119,2.665,0.8747,1.0,1.0,6.9867,3.5333,6.212,3.012,0.617,0.28,34,0,0,,1,3,8,5,1,31.16,17.64,48.8,0.6385,53.96,0.617,0.28,104,203,1,0.0,1,0.0,8.2,0.28,6.1933,8.0947,4.528,8.136,2.1427,1.6213,0.0373,0.4293,12.5053,33.1627,0.3289,0.4884,3.4973,7.4907,4.4093,10.9307,0.8013,0.1867,5.4,5.4,23.04,26.84,2.3875,1.1699,12.0581,438.88,4.2667,0.28,6,27.3333,3.9512,1.3902,6.9146,4.939,1.3171,21.0,15.0,23.0,479.0,120.0,7,30.3333,3.8571,1.4505,7.1209,5.9341,1.1868,0,5.0,3.0,6.0,2.0,4.0,98.0,24,74.0,187.0,1,0,1,0
778067,2025-05-04T01:38:00+00:00,home,108,Los Angeles Angels,LAA,116,Detroit Tigers,DET,543294,Kyle Hendricks,54.865,20.9475,33.9175,0.1293,1.9708,6.9758,-5.005,5.9875,0.0665,1.9088,7.2907,-5.3818,-1,0.3951,0.1273,3.9506,5.0123,1.9606,6.945,0.4583,0.0,0.0,1.7758,7.7783,1.532,7.5345,0.3765,0.3325,37,0,0,,0,-7,1,8,0,20.9475,33.9175,54.865,0.3818,-60.865,0.3765,0.3325,103,200,14,11.3075,5,8.8475,5.9875,0.3325,1.9088,5.9975,2.399,10.0,0.9335,1.133,0.0222,0.3103,14.1527,32.798,0.2352,0.3015,7.2907,9.2882,2.6428,6.5763,2.5788,0.3547,2.6625,2.6625,7.985,7.985,10.8823,2.1255,7.8729,155.385,2.9991,0.3325,6,30.6667,5.2826,1.1739,4.6957,3.5217,1.4674,16.0,12.0,24.0,514.0,124.0,6,30.6667,5.2826,1.1739,4.6957,3.5217,1.4674,1,7.6667,1.0,4.0,0.0,3.0,102.0,36,75.0,190.0,1,0,1,0
778067,2025-05-04T01:38:00+00:00,away,116,Detroit Tigers,DET,108,Los Angeles Angels,LAA,656427,Jack Flaherty,53.03,27.09,25.94,0.1672,4.4086,5.7008,-1.2922,6.725,0.231,4.2165,5.4605,-1.244,-2,0.5309,0.1672,4.0864,4.037,4.4475,5.6775,0.1775,0.105,0.189,4.0275,5.9225,4.3425,5.5865,0.5196,0.315,35,0,0,,0,-3,5,8,0,27.09,25.94,53.03,0.5108,8.6,0.5196,0.315,103,202,7,4.2475,3,3.7487,6.725,0.315,4.2165,8.8175,4.9225,11.7125,1.2795,1.126,0.79,0.748,20.228,35.2085,0.3396,0.4292,5.4605,7.2795,1.8465,8.021,2.37,0.105,3.575,3.575,12.355,16.0117,4.789,0.8666,8.9541,250.9,3.4559,0.315,6,32.3333,3.8969,1.2371,11.4124,2.7835,1.1134,41.0,10.0,30.0,561.0,136.0,7,38.0,3.7895,1.1842,10.8947,2.8421,1.1842,1,5.6667,4.0,8.0,1.0,8.0,91.0,30,76.0,225.0,1,0,1,0
778053,2025-05-04T17:15:00+00:00,home,138,St. Louis Cardinals,STL,121,New York Mets,NYM,607200,Erick Fedde,55.1975,28.93,26.2675,0.8388,4.7144,3.4712,1.2432,5.9875,0.867,4.867,3.2217,1.6453,1,0.85,0.4815,4.7162,3.4095,4.1358,4.6049,0.5686,0.8892,0.867,5.2217,3.1108,5.3325,3.4655,0.4725,0.3325,37,0,0,,1,2,5,3,1,28.93,26.2675,55.1975,0.5241,-12.9625,0.4725,0.3325,104,205,8,5.4288,2,2.1587,5.9875,0.3325,4.867,9.5123,2.4655,5.8645,1.6453,1.3325,0.1108,0.133,13.7537,33.1995,0.3336,0.478,3.2217,8.1552,2.6897,9.9138,0.9778,0.1995,2.6625,2.6625,9.9875,8.655,3.4601,1.5765,9.0026,145.81,3.7512,0.3325,6,31.6667,5.4,1.6737,5.4,5.9684,0.8526,19.0,21.0,32.0,537.0,142.0,7,37.6667,4.7788,1.4602,5.0177,5.0177,0.7168,0,5.0,3.0,6.0,5.0,4.0,101.0,33,76.0,205.0,1,0,1,0
778053,2025-05-04T17:15:00+00:00,away,121,New York Mets,NYM,138,St. Louis Cardinals,STL,694918,Blade Tidwell,53.03,29.035,23.995,0.5156,2.8633,2.7253,0.1381,6.725,0.5105,2.735,2.651,0.084,1,0.5679,0.5097,4.716,4.1235,2.8711,2.7817,0.6364,0.5525,0.4685,2.735,2.42,2.441,2.882,0.5475,0.315,35,0,0,,0,2,3,1,1,29.035,23.995,53.03,0.5475,22.365,0.5475,0.315,104,204,6,4.24,2,2.635,6.725,0.315,2.735,6.2455,4.0485,8.769,0.7415,1.3635,0.042,0.189,15.7125,30.924,0.2899,0.3156,2.651,5.693,4.0065,8.8675,0.273,0.4475,3.575,3.575,11.04,12.1633,2.5639,1.0889,11.0064,210.87,3.0881,0.315,1,3.6667,14.7273,3.2727,4.9091,7.3636,2.4545,2.0,3.0,9.0,82.0,23.0,1,3.6667,14.7273,3.2727,4.9091,7.3636,2.4545,0,3.6667,6.0,9.0,3.0,2.0,82.0,24,75.0,244.0,1,0,1,0
778062,2025-05-04T17:35:00+00:00,home,110,Baltimore Orioles,BAL,118,Kansas City Royals,KC,502043,Kyle Gibson,53.345,29.665,23.68,0.5184,6.3159,4.7816,1.5343,6.725,0.5105,6.16,4.727,1.433,-1,0.5432,0.523,4.6296,4.321,6.3777,4.7772,0.4375,0.6575,0.5945,7.105,4.055,6.811,4.874,0.5622,0.315,36,0,0,,0,-6,2,8,0,29.665,23.68,53.345,0.5561,30.775,0.5622,0.315,103,201,3,1.83,2,1.83,6.725,0.315,6.16,8.5945,3.9645,8.7415,2.7965,0.8255,0.021,0.189,13.5735,34.273,0.3148,0.4868,4.727,8.496,3.748,6.819,0.7625,0.748,3.575,3.575,12.3,14.3867,5.0297,1.7433,8.1231,252.66,3.4406,0.315,2,7.6667,14.087,2.4783,5.8696,3.5217,7.0435,5.0,3.0,16.0,154.0,42.0,2,7.6667,14.087,2.4783,5.8696,3.5217,7.0435,0,4.0,3.0,5.0,1.0,3.0,81.0,38,78.0,200.0,1,0,1,0
778062,2025-05-04T17:35:00+00:00,away,118,Kansas City Royals,KC,110,Baltimore Orioles,BAL,547179,Michael Lorenzen,54.865,28.595,26.27,0.1765,4.1786,5.9943,-1.8157,5.9875,0.133,3.601,5.6922,-2.0912,-1,0.1847,0.5062,4.2504,6.0969,4.321,3.6667,0.4474,0.1108,0.1995,3.2242,5.4483,3.6675,5.404,0.5579,0.3325,37,0,0,,1,-3,4,7,0,28.595,26.27,54.865,0.5212,27.2575,0.5579,0.3325,103,202,6,3.66,2,3.1612,5.9875,0.3325,3.601,6.7783,1.7758,9.7562,0.8448,1.6897,0.0887,1.6453,12.8202,34.1798,0.2366,0.3247,5.6922,8.9803,3.1108,6.6403,0.9113,0.266,2.6625,2.6625,10.985,12.6475,2.3714,1.0002,7.3384,197.0125,4.1258,0.3325,6,33.0,4.0909,1.3939,7.0909,3.0,1.9091,26.0,11.0,35.0,545.0,144.0,7,38.3333,4.2261,1.4087,7.7478,3.287,1.8783,0,4.6667,5.0,7.0,1.0,5.0,85.0,34,73.0,217.0,1,0,1,0
778051,2025-05-04T17:35:00+00:00,home,134,Pittsburgh Pirates,PIT,135,San Diego Padres,SD,571760,Andrew Heaney,53.03,24.94,28.09,0.4903,4.0331,4.1769,-0.1439,6.725,0.4685,3.643,4.147,-0.504,1,0.4815,0.4864,4.2346,4.7901,3.9922,4.105,0.4969,0.5525,0.5315,4.525,4.0,4.063,3.874,0.4493,0.315,36,0,0,,0,1,4,3,1,24.94,28.09,53.03,0.4703,-23.31,0.4493,0.315,104,205,11,8.335,4,5.065,6.725,0.315,3.643,6.0565,5.076,9.0145,1.021,1.084,0.021,2.929,17.2295,32.273,0.2968,0.3146,4.147,7.084,4.643,8.832,0.5735,0.6155,3.575,3.575,14.93,12.8067,5.0634,1.7284,10.4535,254.685,4.1762,0.315,6,34.6667,3.375,1.125,8.3077,3.1154,1.0385,32.0,12.0,27.0,549.0,142.0,7,39.6667,3.1765,1.1092,7.7143,2.9496,0.9076,0,3.6667,4.0,8.0,4.0,3.0,100.0,34,74.0,200.0,0,1,0,1
778051,2025-05-04T17:35:00+00:00,away,135,San Diego Padres,SD,134,Pittsburgh Pirates,PIT,663568,Stephen Kolek,52.4,30.98,21.42,0.8661,5.2303,3.6831,1.5472,6.725,0.916,5.0485,3.2585,1.79,2,0.8622,0.5875,5.1614,3.7599,4.8625,3.8375,0.854,0.895,0.811,5.0275,3.8675,4.8385,3.9725,0.5703,0.315,35,0,0,,1,1,4,3,1,30.98,21.42,52.4,0.5912,32.35,0.5703,0.315,104,203,3,1.98,2,1.98,6.725,0.315,5.0485,9.643,2.147,6.525,1.4475,1.8255,0.021,1.9855,12.2245,32.756,0.3373,0.4826,3.2585,6.147,4.181,10.5235,1.2585,0.5525,3.575,3.575,15.04,15.935,2.166,1.0555,9.2993,287.705,4.207,0.315,1,5.3333,0.0,1.125,6.75,3.375,0.0,4.0,2.0,4.0,84.0,20.0,1,5.3333,0.0,1.125,6.75,3.375,0.0,0,5.3333,0.0,4.0,2.0,4.0,84.0,28,75.0,210.0,1,0,1,0
778063,2025-05-04T17:35:00+00:00,home,111,Boston Red Sox,BOS,142,Minnesota Twins,MIN,676979,Garrett Crochet,53.345,26.515,26.83,0.499,3.5083,3.5063,0.0019,6.725,0.4895,3.189,3.147,0.042,-1,0.4634,0.5097,4.4756,4.8902,3.5522,3.4161,0.5806,0.4475,0.4685,2.685,3.105,2.874,3.378,0.5006,0.315,35,0,0,,0,-3,1,4,0,26.515,26.83,53.345,0.497,0.315,0.5006,0.315,103,201,9,4.98,4,4.98,6.725,0.315,3.189,7.042,2.6995,9.811,0.916,0.504,0.021,1.685,12.378,33.3215,0.2675,0.3097,3.147,7.6155,2.7415,5.819,0.874,0.21,3.575,3.575,11.615,12.6333,1.122,0.8858,5.9913,171.855,3.249,0.315,6,36.0,2.25,1.1111,11.0,4.25,0.75,44.0,17.0,23.0,592.0,148.0,8,49.0,2.0204,1.0612,10.2857,3.6735,0.551,0,5.0,1.0,4.0,2.0,6.0,89.0,26,78.0,245.0,0,1,0,1
778063,2025-05-04T17:35:00+00:00,away,142,Minnesota Twins,MIN,111,Boston Red Sox,BOS,663978,Chris Paddack,54.865,27.265,27.6,0.1683,3.5254,4.8461,-1.3206,5.9875,0.0887,3.1552,5.1552,-2.0,-1,0.5309,0.1601,4.8025,4.6296,3.4515,4.8153,0.5238,0.0,0.0665,2.6675,5.7758,3.3325,5.532,0.5007,0.3325,37,0,0,,0,-2,3,5,0,27.265,27.6,54.865,0.4969,0.3275,0.5007,0.3325,103,202,10,4.99,4,4.4912,5.9875,0.3325,3.1552,7.8892,3.0222,9.9803,0.8227,1.9113,0.0222,0.7118,15.5098,34.399,0.2898,0.3576,5.1552,10.1995,2.5763,7.1058,1.7783,0.734,2.6625,2.6625,12.3125,12.975,3.6919,1.2821,10.8434,237.565,4.6244,0.3325,6,29.0,3.4138,1.3103,6.8276,3.7241,0.931,22.0,12.0,26.0,518.0,125.0,7,32.3333,5.567,1.4845,6.6804,4.4536,1.6701,0,5.0,3.0,5.0,2.0,2.0,94.0,30,77.0,217.0,1,0,1,0
778057,2025-05-04T17:35:00+00:00,home,147,New York Yankees,NYY,139,Tampa Bay Rays,TB,701542,Will Warren,54.865,32.255,22.61,0.8604,4.3428,2.706,1.6367,5.9875,0.867,4.4212,2.5985,1.8227,1,0.8481,0.6173,4.2668,2.8005,5.2593,3.8395,0.5135,0.7783,0.8005,4.0,3.2192,4.5985,3.1305,0.6009,0.3325,37,0,0,,1,2,4,2,1,32.255,22.61,54.865,0.5879,50.8775,0.6009,0.3325,103,201,1,0.0,1,0.0,5.9875,0.3325,4.4212,7.2438,4.266,9.734,1.7783,1.1552,0.0,0.3768,15.0443,30.4852,0.3306,0.4513,2.5985,7.1773,3.7783,11.8695,1.0443,0.0887,2.6625,2.6625,9.985,10.3167,3.483,1.2582,13.3561,201.3775,3.7502,0.3325,6,23.6667,6.0845,1.6479,11.4085,4.1831,1.1408,30.0,11.0,28.0,487.0,112.0,7,28.6667,5.6512,1.5349,10.6744,4.7093,1.2558,0,4.6667,3.0,7.0,3.0,8.0,102.0,26,74.0,200.0,1,0,1,0
778057,2025-05-04T17:35:00+00:00,away,139,Tampa Bay Rays,TB,147,New York Yankees,NYY,671737,Taj Bradley,54.865,27.6,27.265,0.8317,3.2422,2.6958,0.5464,5.9875,0.8448,2.8448,2.1773,0.6675,1,0.8399,0.4691,3.2545,2.6732,3.6914,4.1605,0.8593,0.8892,0.8005,3.1108,2.0,2.9335,2.4655,0.4564,0.3325,36,0,0,,1,1,3,2,1,27.6,27.265,54.865,0.5031,-18.6175,0.4564,0.3325,103,201,8,4.655,3,4.655,5.9875,0.3325,2.8448,7.0,1.266,9.0665,0.9557,0.9778,0.0443,0.1773,10.9753,30.665,0.2578,0.3556,2.1773,6.8005,2.601,11.335,0.1773,0.867,2.6625,2.6625,7.655,8.4308,3.5495,1.2235,10.3041,140.7675,2.8751,0.3325,6,34.6667,4.6731,1.4135,5.9712,4.6731,1.2981,23.0,18.0,31.0,557.0,146.0,7,40.6667,4.4262,1.3279,6.6393,3.9836,1.1066,0,5.3333,2.0,4.0,3.0,1.0,88.0,25,74.0,220.0,1,0,1,0
778056,2025-05-04T17:37:00+00:00,home,141,Toronto Blue Jays,TOR,114,Cleveland Guardians,CLE,670102,Bowden Francis,53.345,24.625,28.72,0.4874,4.7294,6.2328,-1.5033,6.725,0.4475,4.475,6.202,-1.727,1,0.4942,0.439,4.7239,6.3311,4.1585,4.2561,0.3878,0.3425,0.4055,4.16,7.525,4.559,6.874,0.4455,0.315,36,0,0,,1,6,8,2,1,24.625,28.72,53.345,0.4616,-25.735,0.4455,0.315,103,201,12,6.87,5,6.87,6.725,0.315,4.475,8.643,3.79,6.462,0.5105,1.4055,0.063,0.4685,15.441,31.714,0.345,0.3604,6.202,8.3845,4.1535,8.2165,2.6915,0.4685,3.575,3.575,14.3,15.19,7.2877,1.6159,8.6593,282.04,4.0,0.315,6,29.0,6.2069,1.4828,6.5172,2.1724,2.7931,21.0,7.0,36.0,493.0,126.0,7,35.0,5.6571,1.3714,6.4286,2.5714,2.8286,0,4.3333,4.0,6.0,1.0,2.0,79.0,29,77.0,220.0,1,0,1,0
778056,2025-05-04T17:37:00+00:00,away,114,Cleveland Guardians,CLE,141,Toronto Blue Jays,TOR,676440,Tanner Bibee,54.5325,31.59,22.9425,0.8575,6.1347,3.9525,2.1822,5.9875,0.8448,5.803,3.6232,2.1798,1,0.625,0.8399,4.675,3.9875,6.0435,3.9097,0.5778,0.7783,0.8005,5.7808,3.8892,5.803,3.601,0.5701,0.3325,37,0,0,,0,3,7,4,1,31.59,22.9425,54.5325,0.5793,31.9275,0.5701,0.3325,103,202,2,0.4988,1,0.0,5.9875,0.3325,5.803,9.1133,2.8227,6.1083,1.0443,2.5123,0.7118,0.1995,12.4237,34.7365,0.3155,0.4612,3.6232,7.0443,1.6872,9.7783,0.8448,0.2882,2.6625,2.6625,11.65,12.315,1.7028,1.0268,9.9756,186.055,4.3756,0.3325,6,32.3333,5.0103,1.4227,7.2371,3.8969,2.5052,26.0,14.0,32.0,568.0,139.0,7,38.0,4.2632,1.3158,6.6316,3.7895,2.1316,0,5.0,2.0,5.0,2.0,3.0,86.0,27,74.0,205.0,1,0,1,0
778061,2025-05-04T17:40:00+00:00,home,146,Miami Marlins,MIA,133,Athletics,ATH,665795,Edward Cabrera,53.03,20.53,32.5,0.4631,3.9786,4.3753,-0.3967,6.725,0.4895,4.315,4.525,-0.21,-1,0.4592,0.3951,4.0739,4.6417,3.6296,4.3457,0.511,0.6575,0.5945,5.47,3.475,5.071,4.063,0.3689,0.315,36,0,0,,1,-1,3,4,0,20.53,32.5,53.03,0.3871,-64.26,0.3689,0.315,104,204,14,12.745,5,11.14,6.725,0.315,4.315,7.861,4.37,9.315,0.6995,1.252,0.4475,0.5945,14.3925,32.1905,0.3315,0.3702,4.525,6.7285,5.181,8.1745,1.21,1.664,3.575,3.575,10.04,15.1583,1.9356,1.2587,6.5548,240.03,2.8084,0.315,5,24.3333,6.2877,1.6849,8.8767,4.4384,1.4795,24.0,12.0,29.0,437.0,113.0,5,24.3333,6.2877,1.6849,8.8767,4.4384,1.4795,0,5.6667,2.0,7.0,1.0,4.0,86.0,27,77.0,217.0,1,0,1,0
778061,2025-05-04T17:40:00+00:00,away,133,Athletics,ATH,146,Miami Marlins,MIA,676664,JP Sears,53.03,22.735,30.295,0.4767,4.3328,2.8556,1.4772,6.725,0.4475,4.0695,2.903,1.1665,1,0.4691,0.4631,3.9877,4.6543,4.3269,2.875,0.5185,0.3425,0.4055,4.1325,2.945,3.9645,2.756,0.4278,0.315,35,0,0,,0,7,7,0,1,22.735,30.295,53.03,0.4287,-33.115,0.4278,0.315,103,200,13,8.6025,4,6.1425,6.725,0.315,4.0695,7.5525,2.937,8.1405,1.9225,1.168,0.042,0.189,9.953,33.6155,0.2696,0.4187,2.903,6.386,4.391,9.307,1.147,0.4055,3.575,3.575,11.04,11.195,3.1715,1.3104,10.6038,202.76,3.0881,0.315,6,33.3333,2.97,1.05,6.75,1.62,0.81,25.0,6.0,29.0,543.0,136.0,7,40.0,2.925,1.0,7.2,1.35,0.9,0,6.3333,2.0,4.0,0.0,2.0,80.0,30,71.0,180.0,0,1,1,0
778059,2025-05-04T18:05:00+00:00,home,143,Philadelphia Phillies,PHI,109,Arizona Diamondbacks,AZ,624133,Ranger Suarez,54.865,32.5875,22.2775,0.8625,6.2816,3.3797,2.9019,5.9875,0.8227,6.1577,3.5542,2.6035,1,0.6667,0.8358,5.0617,3.9753,6.2077,3.4351,0.5349,0.7783,0.8005,5.7808,3.9975,6.202,4.2635,0.5836,0.3325,37,0,0,,0,4,7,3,1,32.5875,22.2775,54.865,0.594,41.5725,0.5836,0.3325,104,204,2,1.605,1,0.0,5.9875,0.3325,6.1577,8.0443,4.8252,15.9188,1.7783,1.8448,0.7118,1.0222,14.7143,35.7143,0.314,0.4612,3.5542,6.2857,3.133,11.67,1.0222,0.133,2.6625,2.6625,9.985,11.8692,5.2984,1.5136,9.5902,223.625,3.7502,0.3325,1,3.6667,17.1818,2.4545,14.7273,4.9091,0.0,6.0,2.0,7.0,82.0,20.0,1,3.6667,17.1818,2.4545,14.7273,4.9091,0.0,0,3.6667,7.0,7.0,2.0,6.0,82.0,30,73.0,217.0,0,1,0,1
778059,2025-05-04T18:05:00+00:00,away,109,Arizona Diamondbacks,AZ,143,Philadelphia Phillies,PHI,593958,Eduardo Rodriguez,53.03,29.035,23.995,0.5156,6.5178,5.2997,1.2181,6.725,0.4895,6.538,5.5735,0.9645,1,0.5136,0.5556,6.5722,5.3697,5.2963,4.642,0.5652,0.4475,0.4685,6.265,5.0275,6.181,5.3425,0.5611,0.315,35,0,0,,1,7,8,1,1,29.035,23.995,53.03,0.5475,33.87,0.5611,0.315,104,203,5,4.24,3,4.24,6.725,0.315,6.538,10.7335,2.2875,6.2875,1.4475,3.5445,0.063,0.6785,17.244,34.79,0.3488,0.53,5.5735,8.0355,4.37,8.4555,0.8675,1.475,3.575,3.575,11.67,15.1767,5.4261,1.1986,8.919,225.39,3.2643,0.315,6,32.6667,6.0612,1.5306,11.0204,2.4796,1.3776,40.0,9.0,41.0,540.0,149.0,7,38.0,5.9211,1.4737,10.6579,2.8421,1.6579,0,5.3333,3.0,5.0,4.0,10.0,101.0,32,74.0,231.0,0,1,0,1
778055,2025-05-04T18:10:00+00:00,home,145,Chicago White Sox,CWS,117,Houston Astros,HOU,669060,Bryse Wilson,55.1975,14.6325,40.565,0.7511,6.3763,2.332,4.0442,5.9875,0.8448,6.5813,1.798,4.7833,1,0.7608,0.2222,6.3659,2.2448,3.1481,5.2716,0.3095,0.8892,0.9335,6.8917,1.665,7.0025,1.4655,0.2968,0.3325,37,0,0,,1,7,8,1,1,14.6325,40.565,55.1975,0.2651,-95.41,0.2968,0.3325,103,202,15,17.7888,5,17.29,5.9875,0.3325,6.5813,8.4902,2.1773,6.798,2.4015,1.6675,0.0222,0.1108,9.8398,33.3768,0.2986,0.5214,1.798,5.798,2.7093,9.8005,0.9335,0.0443,2.6625,2.6625,9.6525,9.9825,2.4005,1.3333,12.0068,185.3725,3.6254,0.3325,6,14.6667,7.3636,1.9773,4.2955,4.9091,1.8409,7.0,8.0,21.0,263.0,70.0,12,22.6667,5.5588,1.8971,5.9559,4.3676,1.9853,0,4.6667,4.0,9.0,2.0,4.0,89.0,28,74.0,255.0,1,0,1,0
