game_pk,game_date_utc,team_side,team_id,team_name,opponent_team_id,opponent_team_name,probable_pitcher_id,probable_pitcher_name,games_played,wins,losses,win_pct,runs_scored_avg,runs_allowed_avg,run_diff_avg,recent_games,recent_win_pct,recent_runs_scored_avg,recent_runs_allowed_avg,recent_run_diff_avg,streak,home_win_pct,away_win_pct,home_runs_scored_avg,home_runs_allowed_avg,away_runs_scored_avg,away_runs_allowed_avg,one_run_win_pct,recent3_win_pct,recent5_win_pct,recent3_runs_scored_avg,recent3_runs_allowed_avg,recent5_runs_scored_avg,recent5_runs_allowed_avg,pythag_win_pct,rest_days,played_yesterday,games_last_7_days,travel_distance_km,last_game_was_home,last_game_margin,last_game_runs_scored,last_game_runs_allowed,last_game_won,standings_wins,standings_losses,standings_games_played,standings_win_pct,standings_run_diff,standings_pythag_win_pct,standings_league_id,standings_division_id,standings_league_rank,standings_league_games_back,standings_division_rank,standings_division_games_back,bullpen_recent_games,bullpen_games_with_relief,bullpen_relievers_used,bullpen_innings_pitched,bullpen_era,bullpen_whip,bullpen_k_per_9,bullpen_pitches,bullpen_avg_relievers_per_game,pitcher_recent_appearances,pitcher_recent_innings_pitched,pitcher_recent_era,pitcher_recent_whip,pitcher_recent_k_per_9,pitcher_recent_bb_per_9,pitcher_recent_hr_per_9,pitcher_recent_strikeouts,pitcher_recent_walks,pitcher_recent_hits_allowed,pitcher_recent_pitches,pitcher_recent_batters_faced,pitcher_season_appearances,pitcher_season_innings_pitched,pitcher_season_era,pitcher_season_whip,pitcher_season_k_per_9,pitcher_season_bb_per_9,pitcher_season_hr_per_9,pitcher_days_since_last_appearance,pitcher_last_appearance_innings_pitched,pitcher_last_appearance_earned_runs,pitcher_last_appearance_hits,pitcher_last_appearance_walks,pitcher_last_appearance_strikeouts,pitcher_last_appearance_pitches
823811,2026-03-28T23:10:00+00:00,away,145,Chicago White Sox,158,Milwaukee Brewers,680732,Sean Burke,1,0,1,0.0,2.0,14.0,-12.0,1,0.0,2.0,14.0,-12.0,-1,,0.0,,,2.0,14.0,,0.0,0.0,2.0,14.0,2.0,14.0,0.02,1,0,1,,0,-12,2,14,0,0,1,1,0.0,-12,0.02,103,202,15,1.5,5,1.5,1,1,5,6.3333,14.2105,2.6842,1.4211,132.0,5.0,1,4.0,6.75,2.0,11.25,2.25,0.0,5.0,1.0,7.0,91.0,20.0,1,4.0,6.75,2.0,11.25,2.25,0.0,0,4.0,3.0,7.0,1.0,5.0,91.0
824945,2026-03-28T23:15:00+00:00,home,144,Atlanta Braves,118,Kansas City Royals,625643,Reynaldo López,1,1,0,1.0,6.0,0.0,6.0,1,1.0,6.0,0.0,6.0,1,1.0,,6.0,0.0,,,,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0,1,1,,1,6,6,0,1,1,0,1,1.0,6,1.0,104,204,4,0.5,2,0.5,1,1,3,3.0,0.0,0.6667,6.0,39.0,3.0,1,6.0,1.5,0.8333,4.5,3.0,1.5,3.0,2.0,3.0,77.0,22.0,1,6.0,1.5,0.8333,4.5,3.0,1.5,0,6.0,1.0,3.0,2.0,3.0,77.0
824945,2026-03-28T23:15:00+00:00,away,118,Kansas City Royals,144,Atlanta Braves,608379,Michael Wacha,1,0,1,0.0,0.0,6.0,-6.0,1,0.0,0.0,6.0,-6.0,-1,,0.0,,,0.0,6.0,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0,1,1,,0,-6,0,6,0,0,1,1,0.0,-6,0.0,103,202,14,1.5,4,1.5,1,1,2,4.0,4.5,1.25,11.25,59.0,2.0,1,6.0,0.0,0.6667,10.5,1.5,0.0,7.0,1.0,3.0,80.0,20.0,1,6.0,0.0,0.6667,10.5,1.5,0.0,0,6.0,0.0,3.0,1.0,7.0,80.0
823241,2026-03-28T23:15:00+00:00,home,137,San Francisco Giants,147,New York Yankees,641816,Tyler Mahle,2,0,2,0.0,0.0,5.0,-5.0,2,0.0,0.0,5.0,-5.0,-2,0.0,,0.0,5.0,,,,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0,1,2,,1,-3,0,3,0,0,2,2,0.0,-10,0.0,104,203,15,2.0,5,2.0,2,2,8,7.6667,1.1739,1.1739,9.3913,116.0,4.0,1,4.0,4.5,1.5,11.25,2.25,0.0,5.0,1.0,5.0,80.0,17.0,1,4.0,4.5,1.5,11.25,2.25,0.0,0,4.0,2.0,5.0,1.0,5.0,80.0
823241,2026-03-28T23:15:00+00:00,away,147,New York Yankees,137,San Francisco Giants,701542,Will Warren,2,2,0,1.0,5.0,0.0,5.0,2,1.0,5.0,0.0,5.0,2,,1.0,,,5.0,0.0,,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0,1,2,,0,3,3,0,1,2,0,2,1.0,10,1.0,103,201,1,0.0,1,0.0,2,2,7,6.3333,0.0,0.6316,9.9474,88.0,3.5,1,4.3333,2.0769,1.6154,6.2308,4.1538,0.0,3.0,2.0,5.0,83.0,19.0,1,4.3333,2.0769,1.6154,6.2308,4.1538,0.0,0,4.3333,1.0,5.0,2.0,3.0,83.0
823323,2026-03-29T00:40:00+00:00,home,135,San Diego Padres,116,Detroit Tigers,681190,Randy Vásquez,2,0,2,0.0,2.0,6.5,-4.5,2,0.0,2.0,6.5,-4.5,-2,0.0,,2.0,6.5,,,,0.0,0.0,2.0,6.5,2.0,6.5,0.0865,0,1,2,,1,-3,2,5,0,0,2,2,0.0,-9,0.0865,104,203,14,2.0,4,2.0,2,2,8,10.0,5.4,1.5,8.1,176.0,4.0,1,6.0,0.0,0.8333,12.0,4.5,0.0,8.0,3.0,2.0,91.0,23.0,1,6.0,0.0,0.8333,12.0,4.5,0.0,1,6.0,0.0,2.0,3.0,8.0,91.0
823323,2026-03-29T00:40:00+00:00,away,116,Detroit Tigers,135,San Diego Padres,656427,Jack Flaherty,2,2,0,1.0,6.5,2.0,4.5,2,1.0,6.5,2.0,4.5,2,,1.0,,,6.5,2.0,,1.0,1.0,6.5,2.0,6.5,2.0,0.9135,0,1,2,,0,3,5,2,1,2,0,2,1.0,9,0.9135,103,202,2,0.5,1,0.0,2,2,6,6.0,1.5,1.1667,12.0,98.0,3.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,2.0,4.0,4.0,89.0,21.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,1,4.3333,2.0,4.0,4.0,2.0,89.0
823973,2026-03-29T01:10:00+00:00,home,119,Los Angeles Dodgers,109,Arizona Diamondbacks,607192,Tyler Glasnow,2,2,0,1.0,6.5,3.0,3.5,2,1.0,6.5,3.0,3.5,2,1.0,,6.5,3.0,,,1.0,1.0,1.0,6.5,3.0,6.5,3.0,0.8244,0,1,2,,1,1,5,4,1,2,0,2,1.0,7,0.8244,104,203,3,0.0,1,0.0,2,2,9,8.6667,0.0,0.6923,8.3077,134.0,4.5,1,6.0,3.0,0.8333,9.0,1.5,0.0,6.0,1.0,4.0,90.0,23.0,1,6.0,3.0,0.8333,9.0,1.5,0.0,1,6.0,2.0,4.0,1.0,6.0,90.0
823973,2026-03-29T01:10:00+00:00,away,109,Arizona Diamondbacks,119,Los Angeles Dodgers,593958,Eduardo Rodriguez,2,0,2,0.0,3.0,6.5,-3.5,2,0.0,3.0,6.5,-3.5,-2,,0.0,,,3.0,6.5,0.0,0.0,0.0,3.0,6.5,3.0,6.5,0.1756,0,1,2,,0,-1,4,5,0,0,2,2,0.0,-7,0.1756,104,203,14,2.0,4,2.0,2,2,7,7.3333,6.1364,1.3636,3.6818,119.0,3.5,1,5.0,0.0,1.2,9.0,3.6,0.0,5.0,2.0,4.0,79.0,20.0,1,5.0,0.0,1.2,9.0,3.6,0.0,1,5.0,0.0,4.0,2.0,5.0,79.0
823161,2026-03-29T01:40:00+00:00,home,136,Seattle Mariners,114,Cleveland Guardians,693433,Bryan Woo,2,1,1,0.5,4.5,3.5,1.0,2,0.5,4.5,3.5,1.0,1,0.5,,4.5,3.5,,,,0.5,0.5,4.5,3.5,4.5,3.5,0.6231,0,1,2,,1,4,5,1,1,1,1,2,0.5,2,0.6231,103,200,7,1.5,2,0.5,2,2,7,6.6667,4.05,1.8,9.45,128.0,3.5,1,6.0,3.0,0.8333,13.5,1.5,0.0,9.0,1.0,4.0,83.0,23.0,1,6.0,3.0,0.8333,13.5,1.5,0.0,1,6.0,2.0,4.0,1.0,9.0,83.0
823161,2026-03-29T01:40:00+00:00,away,114,Cleveland Guardians,136,Seattle Mariners,676282,Joey Cantillo,2,1,1,0.5,3.5,4.5,-1.0,2,0.5,3.5,4.5,-1.0,-1,,0.5,,,3.5,4.5,,0.5,0.5,3.5,4.5,3.5,4.5,0.3769,0,1,2,,0,-4,1,5,0,1,1,2,0.5,-2,0.3769,103,202,10,1.5,3,0.5,2,2,6,7.0,3.8571,0.5714,12.8571,103.0,3.0,1,3.6667,4.9091,1.9091,12.2727,7.3636,0.0,5.0,3.0,4.0,91.0,18.0,1,3.6667,4.9091,1.9091,12.2727,7.3636,0.0,1,3.6667,2.0,4.0,3.0,5.0,91.0
824864,2026-03-29T17:35:00+00:00,home,110,Baltimore Orioles,142,Minnesota Twins,669358,Shane Baz,2,1,1,0.5,1.5,2.5,-1.0,2,0.5,1.5,2.5,-1.0,-1,0.5,,1.5,2.5,,,1.0,0.5,0.5,1.5,2.5,1.5,2.5,0.2647,0,1,2,,1,-3,1,4,0,1,1,2,0.5,-2,0.2647,103,201,9,1.5,4,1.5,2,2,6,6.3333,2.8421,0.7895,14.2105,99.0,3.0,1,5.3333,6.75,1.3125,6.75,0.0,0.0,4.0,,7.0,78.0,21.0,1,5.3333,6.75,1.3125,6.75,0.0,0.0,0,5.3333,4.0,7.0,0.0,4.0,78.0
824864,2026-03-29T17:35:00+00:00,away,142,Minnesota Twins,110,Baltimore Orioles,641927,Bailey Ober,2,1,1,0.5,2.5,1.5,1.0,2,0.5,2.5,1.5,1.0,1,,0.5,,,2.5,1.5,0.0,0.5,0.5,2.5,1.5,2.5,1.5,0.7353,0,1,2,,0,3,4,1,1,1,1,2,0.5,2,0.7353,103,202,6,1.5,3,0.5,2,2,8,7.3333,2.4545,1.3636,9.8182,122.0,4.0,1,4.0,6.75,1.25,2.25,2.25,2.25,1.0,1.0,4.0,56.0,17.0,1,4.0,6.75,1.25,2.25,2.25,2.25,0,4.0,3.0,4.0,1.0,1.0,56.0
823487,2026-03-29T17:35:00+00:00,home,143,Philadelphia Phillies,140,Texas Rangers,666200,Jesús Luzardo,2,1,1,0.5,4.5,4.0,0.5,2,0.5,4.5,4.0,0.5,-1,0.5,,4.5,4.0,,,0.0,0.5,0.5,4.5,4.0,4.5,4.0,0.5586,0,1,2,,1,-1,4,5,0,1,1,2,0.5,1,0.5586,104,204,8,1.0,4,1.0,2,2,8,8.0,4.5,1.5,7.875,143.0,4.0,1,6.0,9.0,1.1667,10.5,1.5,3.0,7.0,1.0,6.0,99.0,25.0,1,6.0,9.0,1.1667,10.5,1.5,3.0,0,6.0,6.0,6.0,1.0,7.0,99.0
823487,2026-03-29T17:35:00+00:00,away,140,Texas Rangers,143,Philadelphia Phillies,669022,MacKenzie Gore,2,1,1,0.5,4.0,4.5,-0.5,2,0.5,4.0,4.5,-0.5,1,,0.5,,,4.0,4.5,1.0,0.5,0.5,4.0,4.5,4.0,4.5,0.4414,0,1,2,,0,1,5,4,1,1,1,2,0.5,-1,0.4414,103,200,8,1.5,2,0.5,2,2,9,9.3333,0.0,1.0714,10.6071,163.0,4.5,1,5.3333,3.375,0.9375,11.8125,5.0625,0.0,7.0,3.0,2.0,90.0,22.0,1,5.3333,3.375,0.9375,11.8125,5.0625,0.0,0,5.3333,2.0,2.0,3.0,7.0,90.0
824944,2026-03-29T17:35:00+00:00,home,144,Atlanta Braves,118,Kansas City Royals,656550,Grant Holmes,2,2,0,1.0,6.0,1.0,5.0,2,1.0,6.0,1.0,5.0,2,1.0,,6.0,1.0,,,,1.0,1.0,6.0,1.0,6.0,1.0,0.973,0,1,2,,1,4,6,2,1,2,0,2,1.0,10,0.973,104,204,2,0.0,1,0.0,2,2,7,6.0,1.5,0.8333,10.5,100.0,3.5,1,5.0,5.4,1.4,7.2,3.6,1.8,4.0,2.0,5.0,76.0,22.0,1,5.0,5.4,1.4,7.2,3.6,1.8,0,5.0,3.0,5.0,2.0,4.0,76.0
824944,2026-03-29T17:35:00+00:00,away,118,Kansas City Royals,144,Atlanta Braves,607625,Seth Lugo,2,0,2,0.0,1.0,6.0,-5.0,2,0.0,1.0,6.0,-5.0,-2,,0.0,,,1.0,6.0,,0.0,0.0,1.0,6.0,1.0,6.0,0.027,0,1,2,,0,-4,2,6,0,0,2,2,0.0,-10,0.027,103,202,14,2.5,4,1.5,2,2,5,6.3333,11.3684,2.2105,8.5263,111.0,2.5,1,6.3333,0.0,0.7895,4.2632,0.0,0.0,3.0,,5.0,77.0,24.0,1,6.3333,0.0,0.7895,4.2632,0.0,0.0,0,6.3333,0.0,5.0,0.0,3.0,77.0
822837,2026-03-29T17:37:00+00:00,home,141,Toronto Blue Jays,133,Athletics,641778,Eric Lauer,2,2,0,1.0,5.5,4.5,1.0,2,1.0,5.5,4.5,1.0,2,1.0,,5.5,4.5,,,1.0,1.0,1.0,5.5,4.5,5.5,4.5,0.599,0,1,2,,1,1,8,7,1,2,0,2,1.0,2,0.599,103,201,2,0.5,2,0.5,2,2,10,8.6667,6.2308,1.3846,12.4615,135.0,5.0,1,5.3333,3.375,0.75,15.1875,1.6875,1.6875,9.0,1.0,3.0,87.0,20.0,1,5.3333,3.375,0.75,15.1875,1.6875,1.6875,0,5.3333,2.0,3.0,1.0,9.0,87.0
822837,2026-03-29T17:37:00+00:00,away,133,Athletics,141,Toronto Blue Jays,806960,Luis Morales,2,0,2,0.0,4.5,5.5,-1.0,2,0.0,4.5,5.5,-1.0,-2,,0.0,,,4.5,5.5,0.0,0.0,0.0,4.5,5.5,4.5,5.5,0.401,0,1,2,,0,-1,7,8,0,0,2,2,0.0,-2,0.401,103,200,13,2.5,5,1.5,2,2,9,8.6667,5.1923,2.1923,5.1923,148.0,4.5,1,4.3333,10.3846,1.6154,10.3846,4.1538,6.2308,5.0,2.0,5.0,71.0,20.0,1,4.3333,10.3846,1.6154,10.3846,4.1538,6.2308,0,4.3333,5.0,5.0,2.0,5.0,71.0
824538,2026-03-29T17:40:00+00:00,home,113,Cincinnati Reds,111,Boston Red Sox,695076,Rhett Lowder,2,1,1,0.5,3.0,4.0,-1.0,2,0.5,3.0,4.0,-1.0,1,0.5,,3.0,4.0,,,1.0,0.5,0.5,3.0,4.0,3.0,4.0,0.36,0,1,2,,1,1,6,5,1,1,1,2,0.5,-2,0.36,104,205,9,1.0,4,1.0,2,2,11,10.0,4.5,1.3,11.7,159.0,5.5,1,5.0,3.6,1.0,9.0,3.6,1.8,5.0,2.0,3.0,86.0,20.0,1,5.0,3.6,1.0,9.0,3.6,1.8,0,5.0,2.0,3.0,2.0,5.0,86.0
824538,2026-03-29T17:40:00+00:00,away,111,Boston Red Sox,113,Cincinnati Reds,813349,Connelly Early,2,1,1,0.5,4.0,3.0,1.0,2,0.5,4.0,3.0,1.0,-1,,0.5,,,4.0,3.0,0.0,0.5,0.5,4.0,3.0,4.0,3.0,0.64,0,1,2,,0,-1,5,6,0,1,1,2,0.5,2,0.64,103,201,8,1.5,4,1.5,2,2,9,9.3333,0.9643,1.2857,10.6071,164.0,4.5,1,5.3333,1.6875,1.3125,10.125,3.375,0.0,6.0,2.0,5.0,96.0,21.0,1,5.3333,1.6875,1.3125,10.125,3.375,0.0,0,5.3333,1.0,5.0,2.0,6.0,96.0
823647,2026-03-29T17:40:00+00:00,home,121,New York Mets,134,Pittsburgh Pirates,690997,Nolan McLean,2,2,0,1.0,7.5,4.5,3.0,2,1.0,7.5,4.5,3.0,2,1.0,,7.5,4.5,,,,1.0,1.0,7.5,4.5,7.5,4.5,0.7353,0,1,2,,1,2,4,2,1,2,0,2,1.0,6,0.7353,104,204,3,0.0,1,0.0,2,2,8,9.6667,2.7931,1.2414,8.3793,149.0,4.0,1,5.0,3.6,1.2,14.4,3.6,1.8,8.0,2.0,4.0,84.0,22.0,1,5.0,3.6,1.2,14.4,3.6,1.8,0,5.0,2.0,4.0,2.0,8.0,84.0
823647,2026-03-29T17:40:00+00:00,away,134,Pittsburgh Pirates,121,New York Mets,669387,Carmen Mlodzinski,2,0,2,0.0,4.5,7.5,-3.0,2,0.0,4.5,7.5,-3.0,-2,,0.0,,,4.5,7.5,,0.0,0.0,4.5,7.5,4.5,7.5,0.2647,0,1,2,,0,-2,2,4,0,0,2,2,0.0,-6,0.2647,104,205,13,2.0,5,2.0,2,2,10,11.3333,6.3529,1.9412,11.1176,247.0,5.0,1,4.3333,4.1538,1.3846,16.6154,0.0,0.0,8.0,,6.0,85.0,20.0,1,4.3333,4.1538,1.3846,16.6154,0.0,0.0,0,4.3333,2.0,6.0,0.0,8.0,85.0
823891,2026-03-29T17:40:00+00:00,home,146,Miami Marlins,115,Colorado Rockies,676974,Max Meyer,2,2,0,1.0,3.0,2.0,1.0,2,1.0,3.0,2.0,1.0,2,1.0,,3.0,2.0,,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.6923,0,1,2,,1,1,4,3,1,2,0,2,1.0,2,0.6923,104,204,5,0.0,2,0.0,2,2,5,4.0,0.0,1.0,13.5,56.0,2.5,1,5.0,5.4,1.4,9.0,3.6,0.0,5.0,2.0,5.0,81.0,23.0,1,5.0,5.4,1.4,9.0,3.6,0.0,0,5.0,3.0,5.0,2.0,5.0,81.0
823891,2026-03-29T17:40:00+00:00,away,115,Colorado Rockies,146,Miami Marlins,500779,Jose Quintana,2,0,2,0.0,2.0,3.0,-1.0,2,0.0,2.0,3.0,-1.0,-2,,0.0,,,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.3077,0,1,2,,0,-1,3,4,0,0,2,2,0.0,-2,0.3077,104,203,12,2.0,3,2.5,2,2,6,7.3333,1.2273,0.9545,6.1364,109.0,3.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,2.0,4.0,4.0,78.0,19.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,0,4.3333,2.0,4.0,4.0,2.0,78.0
824215,2026-03-29T18:10:00+00:00,home,117,Houston Astros,108,Los Angeles Angels,837227,Tatsuya Imai,3,1,2,0.3333,4.3333,6.0,-1.6667,3,0.3333,4.3333,6.0,-1.6667,1,0.3333,,4.3333,6.0,,,,0.3333,0.3333,4.3333,6.0,4.3333,6.0,0.3428,0,1,3,,1,2,11,9,1,1,2,3,0.3333,-5,0.3428,103,200,11,2.0,4,1.0,3,3,9,12.0,5.25,1.5833,12.75,241.0,3.0,1,2.6667,13.5,2.625,13.5,13.5,0.0,4.0,4.0,3.0,74.0,15.0,1,2.6667,13.5,2.625,13.5,13.5,0.0,0,2.6667,4.0,3.0,4.0,4.0,74.0
824215,2026-03-29T18:10:00+00:00,away,108,Los Angeles Angels,117,Houston Astros,686799,Jack Kochanowicz,3,2,1,0.6667,6.0,4.3333,1.6667,3,0.6667,6.0,4.3333,1.6667,-1,,0.6667,,,6.0,4.3333,,0.6667,0.6667,6.0,4.3333,6.0,4.3333,0.6572,0,1,3,,0,-2,9,11,0,2,1,3,0.6667,5,0.6572,103,200,4,1.0,1,0.0,3,3,11,11.0,1.6364,1.5455,9.8182,209.0,3.6667,1,4.0,11.25,2.25,6.75,11.25,0.0,3.0,5.0,4.0,94.0,22.0,1,4.0,11.25,2.25,6.75,11.25,0.0,0,4.0,5.0,4.0,5.0,3.0,94.0
823810,2026-03-29T18:10:00+00:00,home,158,Milwaukee Brewers,145,Chicago White Sox,687075,Brandon Sproat,2,2,0,1.0,10.0,1.5,8.5,2,1.0,10.0,1.5,8.5,2,1.0,,10.0,1.5,,,,1.0,1.0,10.0,1.5,10.0,1.5,0.978,0,1,2,,1,5,6,1,1,2,0,2,1.0,17,0.978,104,205,1,0.0,1,0.0,2,2,8,8.6667,1.0385,1.0385,16.6154,143.0,4.0,1,3.0,21.0,3.3333,9.0,12.0,9.0,3.0,4.0,6.0,86.0,18.0,1,3.0,21.0,3.3333,9.0,12.0,9.0,0,3.0,7.0,6.0,4.0,3.0,86.0
823810,2026-03-29T18:10:00+00:00,away,145,Chicago White Sox,158,Milwaukee Brewers,641743,Anthony Kay,2,0,2,0.0,1.5,10.0,-8.5,2,0.0,1.5,10.0,-8.5,-2,,0.0,,,1.5,10.0,,0.0,0.0,1.5,10.0,1.5,10.0,0.022,0,1,2,,0,-5,1,6,0,0,2,2,0.0,-17,0.022,103,202,15,2.5,5,1.5,2,2,10,10.3333,10.4516,2.5161,4.3548,220.0,5.0,1,4.6667,3.8571,1.5,9.6429,7.7143,1.9286,5.0,4.0,3.0,92.0,21.0,1,4.6667,3.8571,1.5,9.6429,7.7143,1.9286,0,4.6667,2.0,3.0,4.0,5.0,92.0
823079,2026-03-29T18:15:00+00:00,home,138,St. Louis Cardinals,139,Tampa Bay Rays,669160,Dustin May,2,2,0,1.0,7.5,6.0,1.5,2,1.0,7.5,6.0,1.5,2,1.0,,7.5,6.0,,,1.0,1.0,1.0,7.5,6.0,7.5,6.0,0.6098,0,1,2,,1,1,6,5,1,2,0,2,1.0,3,0.6098,104,205,3,0.5,2,0.5,2,2,10,8.0,11.25,2.75,6.75,163.0,5.0,1,4.0,13.5,2.75,6.75,2.25,0.0,3.0,1.0,10.0,61.0,22.0,1,4.0,13.5,2.75,6.75,2.25,0.0,0,4.0,6.0,10.0,1.0,3.0,61.0
823079,2026-03-29T18:15:00+00:00,away,139,Tampa Bay Rays,138,St. Louis Cardinals,571927,Steven Matz,2,0,2,0.0,6.0,7.5,-1.5,2,0.0,6.0,7.5,-1.5,-2,,0.0,,,6.0,7.5,0.0,0.0,0.0,6.0,7.5,6.0,7.5,0.3902,0,1,2,,0,-1,5,6,0,0,2,2,0.0,-3,0.3902,103,201,13,2.5,5,2.5,2,2,7,6.3333,14.2105,2.5263,7.1053,135.0,3.5,1,5.0,7.2,1.4,3.6,1.8,1.8,2.0,1.0,6.0,81.0,21.0,1,5.0,7.2,1.4,3.6,1.8,1.8,0,5.0,4.0,6.0,1.0,2.0,81.0
824700,2026-03-29T18:20:00+00:00,home,112,Chicago Cubs,120,Washington Nationals,684007,Shota Imanaga,2,1,1,0.5,7.0,6.0,1.0,2,0.5,7.0,6.0,1.0,1,0.5,,7.0,6.0,,,,0.5,0.5,7.0,6.0,7.0,6.0,0.5765,0,1,2,,1,8,10,2,1,1,1,2,0.5,2,0.5765,104,205,8,1.5,4,1.5,2,2,6,8.0,2.25,1.125,7.875,116.0,3.0,1,5.0,7.2,1.6,12.6,3.6,1.8,7.0,2.0,6.0,82.0,22.0,1,5.0,7.2,1.6,12.6,3.6,1.8,0,5.0,4.0,6.0,2.0,7.0,82.0
824700,2026-03-29T18:20:00+00:00,away,120,Washington Nationals,112,Chicago Cubs,663623,Jake Irvin,2,1,1,0.5,6.0,7.0,-1.0,2,0.5,6.0,7.0,-1.0,-1,,0.5,,,6.0,7.0,,0.5,0.5,6.0,7.0,6.0,7.0,0.4235,0,1,2,,0,-8,2,10,0,1,1,2,0.5,-2,0.4235,104,204,9,1.5,4,1.5,2,2,7,8.3333,5.4,1.68,7.56,168.0,3.5,1,5.0,3.6,0.8,12.6,1.8,3.6,7.0,1.0,3.0,93.0,20.0,1,5.0,3.6,0.8,12.6,1.8,3.6,0,5.0,2.0,3.0,1.0,7.0,93.0
823160,2026-03-29T23:20:00+00:00,home,136,Seattle Mariners,114,Cleveland Guardians,676106,Emerson Hancock,3,1,2,0.3333,4.6667,4.3333,0.3333,3,0.3333,4.6667,4.3333,0.3333,-1,0.3333,,4.6667,4.3333,,,0.0,0.3333,0.3333,4.6667,4.3333,4.6667,4.3333,0.537,0,0,3,,1,-1,5,6,0,1,2,3,0.3333,1,0.537,103,200,11,2.0,4,1.0,3,3,12,10.6667,5.0625,1.6875,9.2812,208.0,4.0,1,6.0,0.0,0.1667,13.5,1.5,0.0,9.0,1.0,,97.0,19.0,1,6.0,0.0,0.1667,13.5,1.5,0.0,0,6.0,0.0,0.0,1.0,9.0,97.0
823160,2026-03-29T23:20:00+00:00,away,114,Cleveland Guardians,136,Seattle Mariners,677944,Slade Cecconi,3,2,1,0.6667,4.3333,4.6667,-0.3333,3,0.6667,4.3333,4.6667,-0.3333,1,,0.6667,,,4.3333,4.6667,1.0,0.6667,0.6667,4.3333,4.6667,4.3333,4.6667,0.463,0,0,3,,0,1,6,5,1,2,1,3,0.6667,-1,0.463,103,202,6,1.0,2,0.0,3,3,12,13.3333,3.375,0.975,11.475,220.0,4.0,1,4.3333,12.4615,2.0769,10.3846,6.2308,2.0769,5.0,3.0,6.0,93.0,24.0,1,4.3333,12.4615,2.0769,10.3846,6.2308,2.0769,0,4.3333,6.0,6.0,3.0,5.0,93.0
824135,2026-03-30T20:10:00+00:00,home,118,Kansas City Royals,142,Minnesota Twins,663460,Kris Bubic,3,1,2,0.3333,2.0,4.3333,-2.3333,3,0.3333,2.0,4.3333,-2.3333,1,,0.3333,,,2.0,4.3333,,0.3333,0.3333,2.0,4.3333,2.0,4.3333,0.1756,0,1,3,,0,3,4,1,1,1,2,3,0.3333,-7,0.1756,103,202,13,2.0,4,1.0,3,3,8,9.0,9.0,1.7778,8.0,150.0,2.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824135,2026-03-30T20:10:00+00:00,away,142,Minnesota Twins,118,Kansas City Royals,680573,Simeon Woods Richardson,3,1,2,0.3333,3.6667,3.6667,0.0,3,0.3333,3.6667,3.6667,0.0,-1,,0.3333,,,3.6667,3.6667,0.0,0.3333,0.3333,3.6667,3.6667,3.6667,3.6667,0.5,0,1,3,,0,-2,6,8,0,1,2,3,0.3333,0,0.5,103,202,12,2.0,3,1.0,3,3,10,11.3333,5.5588,1.9412,9.5294,206.0,3.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824863,2026-03-30T22:35:00+00:00,home,110,Baltimore Orioles,140,Texas Rangers,605135,Chris Bassitt,3,2,1,0.6667,3.6667,3.6667,0.0,3,0.6667,3.6667,3.6667,0.0,1,0.6667,,3.6667,3.6667,,,1.0,0.6667,0.6667,3.6667,3.6667,3.6667,3.6667,0.5,0,1,3,,1,2,8,6,1,2,1,3,0.6667,0,0.5,103,201,5,1.0,3,1.0,3,3,12,10.0,3.6,1.5,16.2,202.0,4.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824863,2026-03-30T22:35:00+00:00,away,140,Texas Rangers,110,Baltimore Orioles,683004,Jack Leiter,3,2,1,0.6667,5.3333,4.0,1.3333,3,0.6667,5.3333,4.0,1.3333,2,,0.6667,,,5.3333,4.0,1.0,0.6667,0.6667,5.3333,4.0,5.3333,4.0,0.64,0,1,3,,0,5,8,3,1,2,1,3,0.6667,4,0.64,103,200,4,1.0,1,0.0,3,3,13,13.0,0.6923,1.2308,9.6923,234.0,4.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824539,2026-03-30T22:40:00+00:00,home,113,Cincinnati Reds,134,Pittsburgh Pirates,695505,Chase Burns,3,2,1,0.6667,3.0,3.3333,-0.3333,3,0.6667,3.0,3.3333,-0.3333,2,0.6667,,3.0,3.3333,,,1.0,0.6667,0.6667,3.0,3.3333,3.0,3.3333,0.4475,0,1,3,,1,1,3,2,1,2,1,3,0.6667,-1,0.4475,104,205,7,1.0,2,1.0,3,3,15,14.0,3.2143,1.5,9.6429,238.0,5.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
