game_pk,game_date_utc,status,venue_name,home_team_id,home_team_name,away_team_id,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,home_score,away_score,target_home_team_win,is_doubleheader,home_team_games_played,home_team_wins,home_team_losses,home_team_win_pct,home_team_runs_scored_avg,home_team_runs_allowed_avg,home_team_run_diff_avg,home_team_recent_games,home_team_recent_win_pct,home_team_recent_runs_scored_avg,home_team_recent_runs_allowed_avg,home_team_recent_run_diff_avg,home_team_streak,home_team_home_win_pct,home_team_away_win_pct,home_team_home_runs_scored_avg,home_team_home_runs_allowed_avg,home_team_away_runs_scored_avg,home_team_away_runs_allowed_avg,home_team_one_run_win_pct,home_team_recent3_win_pct,home_team_recent5_win_pct,home_team_recent3_runs_scored_avg,home_team_recent3_runs_allowed_avg,home_team_recent5_runs_scored_avg,home_team_recent5_runs_allowed_avg,home_team_pythag_win_pct,home_team_rest_days,home_team_played_yesterday,home_team_games_last_7_days,home_team_travel_distance_km,home_team_last_game_was_home,home_team_last_game_margin,home_team_last_game_runs_scored,home_team_last_game_runs_allowed,home_team_last_game_won,away_team_games_played,away_team_wins,away_team_losses,away_team_win_pct,away_team_runs_scored_avg,away_team_runs_allowed_avg,away_team_run_diff_avg,away_team_recent_games,away_team_recent_win_pct,away_team_recent_runs_scored_avg,away_team_recent_runs_allowed_avg,away_team_recent_run_diff_avg,away_team_streak,away_team_home_win_pct,away_team_away_win_pct,away_team_home_runs_scored_avg,away_team_home_runs_allowed_avg,away_team_away_runs_scored_avg,away_team_away_runs_allowed_avg,away_team_one_run_win_pct,away_team_recent3_win_pct,away_team_recent5_win_pct,away_team_recent3_runs_scored_avg,away_team_recent3_runs_allowed_avg,away_team_recent5_runs_scored_avg,away_team_recent5_runs_allowed_avg,away_team_pythag_win_pct,away_team_rest_days,away_team_played_yesterday,away_team_games_last_7_days,away_team_travel_distance_km,away_team_last_game_was_home,away_team_last_game_margin,away_team_last_game_runs_scored,away_team_last_game_runs_allowed,away_team_last_game_won,home_standings_wins,home_standings_losses,home_standings_games_played,home_standings_win_pct,home_standings_run_diff,home_standings_pythag_win_pct,home_standings_league_id,home_standings_division_id,home_standings_league_rank,home_standings_league_games_back,home_standings_division_rank,home_standings_division_games_back,away_standings_wins,away_standings_losses,away_standings_games_played,away_standings_win_pct,away_standings_run_diff,away_standings_pythag_win_pct,away_standings_league_id,away_standings_division_id,away_standings_league_rank,away_standings_league_games_back,away_standings_division_rank,away_standings_division_games_back,h2h_games,h2h_recent_games,h2h_home_team_recent_win_pct,h2h_home_team_recent_run_diff_avg,h2h_last_meeting_home_team_won,home_bullpen_recent_games,home_bullpen_games_with_relief,home_bullpen_relievers_used,home_bullpen_innings_pitched,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_pitches,home_bullpen_avg_relievers_per_game,away_bullpen_recent_games,away_bullpen_games_with_relief,away_bullpen_relievers_used,away_bullpen_innings_pitched,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_pitches,away_bullpen_avg_relievers_per_game,home_pitcher_recent_appearances,home_pitcher_recent_innings_pitched,home_pitcher_recent_era,home_pitcher_recent_whip,home_pitcher_recent_k_per_9,home_pitcher_recent_bb_per_9,home_pitcher_recent_hr_per_9,home_pitcher_recent_strikeouts,home_pitcher_recent_walks,home_pitcher_recent_hits_allowed,home_pitcher_recent_pitches,home_pitcher_recent_batters_faced,home_pitcher_season_appearances,home_pitcher_season_innings_pitched,home_pitcher_season_era,home_pitcher_season_whip,home_pitcher_season_k_per_9,home_pitcher_season_bb_per_9,home_pitcher_season_hr_per_9,home_pitcher_days_since_last_appearance,home_pitcher_last_appearance_innings_pitched,home_pitcher_last_appearance_earned_runs,home_pitcher_last_appearance_hits,home_pitcher_last_appearance_walks,home_pitcher_last_appearance_strikeouts,home_pitcher_last_appearance_pitches,away_pitcher_recent_appearances,away_pitcher_recent_innings_pitched,away_pitcher_recent_era,away_pitcher_recent_whip,away_pitcher_recent_k_per_9,away_pitcher_recent_bb_per_9,away_pitcher_recent_hr_per_9,away_pitcher_recent_strikeouts,away_pitcher_recent_walks,away_pitcher_recent_hits_allowed,away_pitcher_recent_pitches,away_pitcher_recent_batters_faced,away_pitcher_season_appearances,away_pitcher_season_innings_pitched,away_pitcher_season_era,away_pitcher_season_whip,away_pitcher_season_k_per_9,away_pitcher_season_bb_per_9,away_pitcher_season_hr_per_9,away_pitcher_days_since_last_appearance,away_pitcher_last_appearance_innings_pitched,away_pitcher_last_appearance_earned_runs,away_pitcher_last_appearance_hits,away_pitcher_last_appearance_walks,away_pitcher_last_appearance_strikeouts,away_pitcher_last_appearance_pitches
822838,2026-03-28T19:07:00+00:00,Final,Rogers Centre,141,Toronto Blue Jays,133,Athletics,656302,Dylan Cease,605488,Jeffrey Springs,8,7,1,0,1,1,0,1.0,3.0,2.0,1.0,1,1.0,3.0,2.0,1.0,1,1.0,,3.0,2.0,,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.6923,0,1,1,,1,1,3,2,1,1,0,1,0.0,2.0,3.0,-1.0,1,0.0,2.0,3.0,-1.0,-1,,0.0,,,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.3077,0,1,1,,0,-1,2,3,0,1,0,1,1.0,1,0.6923,103,201,6,0.5,4,0.5,0,1,1,0.0,-1,0.3077,103,200,10,1.5,3,1.5,1,1,1.0,1.0,1,1,1,3,3.0,3.0,1.3333,15.0,51.0,3.0,1,1,3,3.6667,2.4545,1.3636,0.0,47.0,3.0,1,5.3333,1.6875,0.9375,20.25,3.375,0.0,12.0,2.0,3.0,90.0,22.0,1,5.3333,1.6875,0.9375,20.25,3.375,0.0,0,5.3333,1.0,3.0,2.0,12.0,90.0,1,5.3333,3.375,1.5,3.375,5.0625,0.0,2.0,3.0,5.0,83.0,22.0,1,5.3333,3.375,1.5,3.375,5.0625,0.0,0,5.3333,2.0,5.0,3.0,2.0,83.0
824862,2026-03-28T20:05:00+00:00,Final,Oriole Park at Camden Yards,110,Baltimore Orioles,142,Minnesota Twins,680694,Kyle Bradish,671737,Taj Bradley,1,4,0,0,1,1,0,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.8,1,0,1,,1,1,2,1,1,1,0,1,0.0,1.0,2.0,-1.0,1,0.0,1.0,2.0,-1.0,-1,,0.0,,,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.2,1,0,1,,0,-1,1,2,0,1,0,1,1.0,1,0.8,103,201,6,0.5,4,0.5,0,1,1,0.0,-1,0.2,103,202,9,1.5,3,1.5,1,1,1.0,1.0,1,1,1,2,2.0,4.5,1.0,18.0,33.0,2.0,1,1,3,2.6667,6.75,1.875,3.375,45.0,3.0,1,4.6667,3.8571,1.0714,7.7143,5.7857,1.9286,4.0,3.0,2.0,83.0,19.0,1,4.6667,3.8571,1.0714,7.7143,5.7857,1.9286,0,4.6667,2.0,2.0,3.0,4.0,83.0,1,4.3333,2.0769,1.3846,18.6923,6.2308,0.0,9.0,3.0,3.0,92.0,19.0,1,4.3333,2.0769,1.3846,18.6923,6.2308,0.0,0,4.3333,1.0,3.0,3.0,9.0,92.0
823488,2026-03-28T20:05:00+00:00,Final,Citizens Bank Park,143,Philadelphia Phillies,140,Texas Rangers,605400,Aaron Nola,656641,Jacob Latz,4,5,0,0,1,1,0,1.0,5.0,3.0,2.0,1,1.0,5.0,3.0,2.0,1,1.0,,5.0,3.0,,,,1.0,1.0,5.0,3.0,5.0,3.0,0.7353,1,0,1,,1,2,5,3,1,1,0,1,0.0,3.0,5.0,-2.0,1,0.0,3.0,5.0,-2.0,-1,,0.0,,,3.0,5.0,,0.0,0.0,3.0,5.0,3.0,5.0,0.2647,1,0,1,,0,-2,3,5,0,1,0,1,1.0,2,0.7353,104,204,6,0.0,3,0.0,0,1,1,0.0,-2,0.2647,103,200,10,1.5,3,1.5,1,1,1.0,2.0,1,1,1,4,3.0,9.0,2.0,3.0,61.0,4.0,1,1,3,3.3333,0.0,0.9,8.1,63.0,3.0,1,5.0,5.4,1.4,12.6,3.6,3.6,7.0,2.0,5.0,91.0,22.0,1,5.0,5.4,1.4,12.6,3.6,3.6,0,5.0,3.0,5.0,2.0,7.0,91.0,1,4.0,0.0,0.25,6.75,2.25,0.0,3.0,1.0,,68.0,14.0,1,4.0,0.0,0.25,6.75,2.25,0.0,0,4.0,0.0,0.0,1.0,3.0,68.0
824540,2026-03-28T20:10:00+00:00,Final,Great American Ball Park,113,Cincinnati Reds,111,Boston Red Sox,663903,Brady Singer,543243,Sonny Gray,6,5,1,0,1,0,1,0.0,0.0,3.0,-3.0,1,0.0,0.0,3.0,-3.0,-1,0.0,,0.0,3.0,,,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1,0,1,,1,-3,0,3,0,1,1,0,1.0,3.0,0.0,3.0,1,1.0,3.0,0.0,3.0,1,,1.0,,,3.0,0.0,,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1,0,1,,0,3,3,0,1,0,1,1,0.0,-3,0.0,104,205,11,1.0,4,1.0,1,0,1,1.0,3,1.0,103,201,4,0.5,2,0.5,1,1,0.0,-3.0,0,1,1,5,3.0,9.0,2.3333,9.0,48.0,5.0,1,1,3,3.0,0.0,0.6667,12.0,46.0,3.0,1,4.0,6.75,1.75,11.25,4.5,2.25,5.0,2.0,5.0,74.0,20.0,1,4.0,6.75,1.75,11.25,4.5,2.25,0,4.0,3.0,5.0,2.0,5.0,74.0,1,4.0,6.75,1.75,11.25,2.25,2.25,5.0,1.0,6.0,80.0,20.0,1,4.0,6.75,1.75,11.25,2.25,2.25,0,4.0,3.0,6.0,1.0,5.0,80.0
823651,2026-03-28T20:10:00+00:00,Final,Citi Field,121,New York Mets,134,Pittsburgh Pirates,656849,David Peterson,656605,Mitch Keller,4,2,1,0,1,1,0,1.0,11.0,7.0,4.0,1,1.0,11.0,7.0,4.0,1,1.0,,11.0,7.0,,,,1.0,1.0,11.0,7.0,11.0,7.0,0.7118,1,0,1,,1,4,11,7,1,1,0,1,0.0,7.0,11.0,-4.0,1,0.0,7.0,11.0,-4.0,-1,,0.0,,,7.0,11.0,,0.0,0.0,7.0,11.0,7.0,11.0,0.2882,1,0,1,,0,-4,7,11,0,1,0,1,1.0,4,0.7118,104,204,4,0.0,2,0.0,0,1,1,0.0,-4,0.2882,104,205,12,1.0,5,1.0,1,1,1.0,4.0,1,1,1,2,4.0,6.75,1.0,6.75,59.0,2.0,1,1,6,7.3333,7.3636,1.9091,11.0455,155.0,6.0,1,5.3333,0.0,1.5,5.0625,3.375,0.0,3.0,2.0,6.0,76.0,25.0,1,5.3333,0.0,1.5,5.0625,3.375,0.0,0,5.3333,0.0,6.0,2.0,3.0,76.0,1,6.0,0.0,0.5,4.5,0.0,0.0,3.0,,3.0,77.0,21.0,1,6.0,0.0,0.5,4.5,0.0,0.0,0,6.0,0.0,3.0,0.0,3.0,77.0
823892,2026-03-28T20:10:00+00:00,Final,loanDepot park,146,Miami Marlins,115,Colorado Rockies,691587,Eury Pérez,547179,Michael Lorenzen,4,3,1,0,1,1,0,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.8,0,1,1,,1,1,2,1,1,1,0,1,0.0,1.0,2.0,-1.0,1,0.0,1.0,2.0,-1.0,-1,,0.0,,,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.2,0,1,1,,0,-1,1,2,0,1,0,1,1.0,1,0.8,104,204,6,0.0,3,0.0,0,1,1,0.0,-1,0.2,104,203,10,1.0,2,1.5,1,1,1.0,1.0,1,1,1,3,2.0,0.0,1.5,18.0,35.0,3.0,1,1,3,3.6667,0.0,0.8182,4.9091,44.0,3.0,1,7.0,3.8571,0.8571,10.2857,1.2857,2.5714,8.0,1.0,5.0,93.0,27.0,1,7.0,3.8571,0.8571,10.2857,1.2857,2.5714,0,7.0,3.0,5.0,1.0,8.0,93.0,1,4.3333,6.2308,1.6154,8.3077,0.0,2.0769,4.0,,7.0,93.0,22.0,1,4.3333,6.2308,1.6154,8.3077,0.0,2.0769,0,4.3333,3.0,7.0,0.0,4.0,93.0
824213,2026-03-28T23:10:00+00:00,Final,Daikin Park,117,Houston Astros,108,Los Angeles Angels,664299,Cristian Javier,672282,Reid Detmers,11,9,1,0,2,0,2,0.0,1.0,4.5,-3.5,2,0.0,1.0,4.5,-3.5,-2,0.0,,1.0,4.5,,,,0.0,0.0,1.0,4.5,1.0,4.5,0.0471,0,0,2,,1,-4,2,6,0,2,2,0,1.0,4.5,1.0,3.5,2,1.0,4.5,1.0,3.5,2,,1.0,,,4.5,1.0,,1.0,1.0,4.5,1.0,4.5,1.0,0.9529,0,0,2,,0,4,6,2,1,0,2,2,0.0,-7,0.0471,103,200,14,2.0,5,2.0,2,0,2,1.0,7,0.9529,103,200,3,0.0,1,0.0,2,2,0.0,-3.5,0,2,2,6,7.6667,4.6957,1.6957,11.7391,159.0,3.0,2,2,8,7.6667,0.0,0.6522,10.5652,112.0,4.0,1,4.6667,11.5714,1.7143,1.9286,7.7143,3.8571,1.0,4.0,4.0,74.0,21.0,1,4.6667,11.5714,1.7143,1.9286,7.7143,3.8571,0,4.6667,6.0,4.0,4.0,1.0,74.0,1,4.6667,5.7857,1.2857,17.3571,0.0,0.0,9.0,,6.0,95.0,21.0,1,4.6667,5.7857,1.2857,17.3571,0.0,0.0,0,4.6667,3.0,6.0,0.0,9.0,95.0
823811,2026-03-28T23:10:00+00:00,Final,American Family Field,158,Milwaukee Brewers,145,Chicago White Sox,694477,Chad Patrick,680732,Sean Burke,6,1,1,0,1,1,0,1.0,14.0,2.0,12.0,1,1.0,14.0,2.0,12.0,1,1.0,,14.0,2.0,,,,1.0,1.0,14.0,2.0,14.0,2.0,0.98,1,0,1,,1,12,14,2,1,1,0,1,0.0,2.0,14.0,-12.0,1,0.0,2.0,14.0,-12.0,-1,,0.0,,,2.0,14.0,,0.0,0.0,2.0,14.0,2.0,14.0,0.02,1,0,1,,0,-12,2,14,0,1,0,1,1.0,12,0.98,104,205,1,0.0,1,0.0,0,1,1,0.0,-12,0.02,103,202,15,1.5,5,1.5,1,1,1.0,12.0,1,1,1,4,4.0,2.25,1.0,20.25,61.0,4.0,1,1,5,6.3333,14.2105,2.6842,1.4211,132.0,5.0,1,4.3333,2.0769,1.3846,8.3077,2.0769,2.0769,4.0,1.0,5.0,74.0,19.0,1,4.3333,2.0769,1.3846,8.3077,2.0769,2.0769,0,4.3333,1.0,5.0,1.0,4.0,74.0,1,4.0,6.75,2.0,11.25,2.25,0.0,5.0,1.0,7.0,91.0,20.0,1,4.0,6.75,2.0,11.25,2.25,0.0,0,4.0,3.0,7.0,1.0,5.0,91.0
824945,2026-03-28T23:15:00+00:00,Final,Truist Park,144,Atlanta Braves,118,Kansas City Royals,625643,Reynaldo López,608379,Michael Wacha,6,2,1,0,1,1,0,1.0,6.0,0.0,6.0,1,1.0,6.0,0.0,6.0,1,1.0,,6.0,0.0,,,,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0,1,1,,1,6,6,0,1,1,0,1,0.0,0.0,6.0,-6.0,1,0.0,0.0,6.0,-6.0,-1,,0.0,,,0.0,6.0,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0,1,1,,0,-6,0,6,0,1,0,1,1.0,6,1.0,104,204,4,0.5,2,0.5,0,1,1,0.0,-6,0.0,103,202,14,1.5,4,1.5,1,1,1.0,6.0,1,1,1,3,3.0,0.0,0.6667,6.0,39.0,3.0,1,1,2,4.0,4.5,1.25,11.25,59.0,2.0,1,6.0,1.5,0.8333,4.5,3.0,1.5,3.0,2.0,3.0,77.0,22.0,1,6.0,1.5,0.8333,4.5,3.0,1.5,0,6.0,1.0,3.0,2.0,3.0,77.0,1,6.0,0.0,0.6667,10.5,1.5,0.0,7.0,1.0,3.0,80.0,20.0,1,6.0,0.0,0.6667,10.5,1.5,0.0,0,6.0,0.0,3.0,1.0,7.0,80.0
823241,2026-03-28T23:15:00+00:00,Final,Oracle Park,137,San Francisco Giants,147,New York Yankees,641816,Tyler Mahle,701542,Will Warren,1,3,0,0,2,0,2,0.0,0.0,5.0,-5.0,2,0.0,0.0,5.0,-5.0,-2,0.0,,0.0,5.0,,,,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0,1,2,,1,-3,0,3,0,2,2,0,1.0,5.0,0.0,5.0,2,1.0,5.0,0.0,5.0,2,,1.0,,,5.0,0.0,,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0,1,2,,0,3,3,0,1,0,2,2,0.0,-10,0.0,104,203,15,2.0,5,2.0,2,0,2,1.0,10,1.0,103,201,1,0.0,1,0.0,2,2,0.0,-5.0,0,2,2,8,7.6667,1.1739,1.1739,9.3913,116.0,4.0,2,2,7,6.3333,0.0,0.6316,9.9474,88.0,3.5,1,4.0,4.5,1.5,11.25,2.25,0.0,5.0,1.0,5.0,80.0,17.0,1,4.0,4.5,1.5,11.25,2.25,0.0,0,4.0,2.0,5.0,1.0,5.0,80.0,1,4.3333,2.0769,1.6154,6.2308,4.1538,0.0,3.0,2.0,5.0,83.0,19.0,1,4.3333,2.0769,1.6154,6.2308,4.1538,0.0,0,4.3333,1.0,5.0,2.0,3.0,83.0
823323,2026-03-29T00:40:00+00:00,Final,Petco Park,135,San Diego Padres,116,Detroit Tigers,681190,Randy Vásquez,656427,Jack Flaherty,3,0,1,0,2,0,2,0.0,2.0,6.5,-4.5,2,0.0,2.0,6.5,-4.5,-2,0.0,,2.0,6.5,,,,0.0,0.0,2.0,6.5,2.0,6.5,0.0865,0,1,2,,1,-3,2,5,0,2,2,0,1.0,6.5,2.0,4.5,2,1.0,6.5,2.0,4.5,2,,1.0,,,6.5,2.0,,1.0,1.0,6.5,2.0,6.5,2.0,0.9135,0,1,2,,0,3,5,2,1,0,2,2,0.0,-9,0.0865,104,203,14,2.0,4,2.0,2,0,2,1.0,9,0.9135,103,202,2,0.5,1,0.0,2,2,0.0,-4.5,0,2,2,8,10.0,5.4,1.5,8.1,176.0,4.0,2,2,6,6.0,1.5,1.1667,12.0,98.0,3.0,1,6.0,0.0,0.8333,12.0,4.5,0.0,8.0,3.0,2.0,91.0,23.0,1,6.0,0.0,0.8333,12.0,4.5,0.0,1,6.0,0.0,2.0,3.0,8.0,91.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,2.0,4.0,4.0,89.0,21.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,1,4.3333,2.0,4.0,4.0,2.0,89.0
823973,2026-03-29T01:10:00+00:00,Final,UNIQLO Field at Dodger Stadium,119,Los Angeles Dodgers,109,Arizona Diamondbacks,607192,Tyler Glasnow,593958,Eduardo Rodriguez,3,2,1,0,2,2,0,1.0,6.5,3.0,3.5,2,1.0,6.5,3.0,3.5,2,1.0,,6.5,3.0,,,1.0,1.0,1.0,6.5,3.0,6.5,3.0,0.8244,0,1,2,,1,1,5,4,1,2,0,2,0.0,3.0,6.5,-3.5,2,0.0,3.0,6.5,-3.5,-2,,0.0,,,3.0,6.5,0.0,0.0,0.0,3.0,6.5,3.0,6.5,0.1756,0,1,2,,0,-1,4,5,0,2,0,2,1.0,7,0.8244,104,203,3,0.0,1,0.0,0,2,2,0.0,-7,0.1756,104,203,14,2.0,4,2.0,2,2,1.0,3.5,1,2,2,9,8.6667,0.0,0.6923,8.3077,134.0,4.5,2,2,7,7.3333,6.1364,1.3636,3.6818,119.0,3.5,1,6.0,3.0,0.8333,9.0,1.5,0.0,6.0,1.0,4.0,90.0,23.0,1,6.0,3.0,0.8333,9.0,1.5,0.0,1,6.0,2.0,4.0,1.0,6.0,90.0,1,5.0,0.0,1.2,9.0,3.6,0.0,5.0,2.0,4.0,79.0,20.0,1,5.0,0.0,1.2,9.0,3.6,0.0,1,5.0,0.0,4.0,2.0,5.0,79.0
823161,2026-03-29T01:40:00+00:00,Final,T-Mobile Park,136,Seattle Mariners,114,Cleveland Guardians,693433,Bryan Woo,676282,Joey Cantillo,5,6,0,0,2,1,1,0.5,4.5,3.5,1.0,2,0.5,4.5,3.5,1.0,1,0.5,,4.5,3.5,,,,0.5,0.5,4.5,3.5,4.5,3.5,0.6231,0,1,2,,1,4,5,1,1,2,1,1,0.5,3.5,4.5,-1.0,2,0.5,3.5,4.5,-1.0,-1,,0.5,,,3.5,4.5,,0.5,0.5,3.5,4.5,3.5,4.5,0.3769,0,1,2,,0,-4,1,5,0,1,1,2,0.5,2,0.6231,103,200,7,1.5,2,0.5,1,1,2,0.5,-2,0.3769,103,202,10,1.5,3,0.5,2,2,0.5,1.0,1,2,2,7,6.6667,4.05,1.8,9.45,128.0,3.5,2,2,6,7.0,3.8571,0.5714,12.8571,103.0,3.0,1,6.0,3.0,0.8333,13.5,1.5,0.0,9.0,1.0,4.0,83.0,23.0,1,6.0,3.0,0.8333,13.5,1.5,0.0,1,6.0,2.0,4.0,1.0,9.0,83.0,1,3.6667,4.9091,1.9091,12.2727,7.3636,0.0,5.0,3.0,4.0,91.0,18.0,1,3.6667,4.9091,1.9091,12.2727,7.3636,0.0,1,3.6667,2.0,4.0,3.0,5.0,91.0
824864,2026-03-29T17:35:00+00:00,Final,Oriole Park at Camden Yards,110,Baltimore Orioles,142,Minnesota Twins,669358,Shane Baz,641927,Bailey Ober,8,6,1,0,2,1,1,0.5,1.5,2.5,-1.0,2,0.5,1.5,2.5,-1.0,-1,0.5,,1.5,2.5,,,1.0,0.5,0.5,1.5,2.5,1.5,2.5,0.2647,0,1,2,,1,-3,1,4,0,2,1,1,0.5,2.5,1.5,1.0,2,0.5,2.5,1.5,1.0,1,,0.5,,,2.5,1.5,0.0,0.5,0.5,2.5,1.5,2.5,1.5,0.7353,0,1,2,,0,3,4,1,1,1,1,2,0.5,-2,0.2647,103,201,9,1.5,4,1.5,1,1,2,0.5,2,0.7353,103,202,6,1.5,3,0.5,2,2,0.5,-1.0,0,2,2,6,6.3333,2.8421,0.7895,14.2105,99.0,3.0,2,2,8,7.3333,2.4545,1.3636,9.8182,122.0,4.0,1,5.3333,6.75,1.3125,6.75,0.0,0.0,4.0,,7.0,78.0,21.0,1,5.3333,6.75,1.3125,6.75,0.0,0.0,0,5.3333,4.0,7.0,0.0,4.0,78.0,1,4.0,6.75,1.25,2.25,2.25,2.25,1.0,1.0,4.0,56.0,17.0,1,4.0,6.75,1.25,2.25,2.25,2.25,0,4.0,3.0,4.0,1.0,1.0,56.0
823487,2026-03-29T17:35:00+00:00,Final,Citizens Bank Park,143,Philadelphia Phillies,140,Texas Rangers,666200,Jesús Luzardo,669022,MacKenzie Gore,3,8,0,0,2,1,1,0.5,4.5,4.0,0.5,2,0.5,4.5,4.0,0.5,-1,0.5,,4.5,4.0,,,0.0,0.5,0.5,4.5,4.0,4.5,4.0,0.5586,0,1,2,,1,-1,4,5,0,2,1,1,0.5,4.0,4.5,-0.5,2,0.5,4.0,4.5,-0.5,1,,0.5,,,4.0,4.5,1.0,0.5,0.5,4.0,4.5,4.0,4.5,0.4414,0,1,2,,0,1,5,4,1,1,1,2,0.5,1,0.5586,104,204,8,1.0,4,1.0,1,1,2,0.5,-1,0.4414,103,200,8,1.5,2,0.5,2,2,0.5,0.5,0,2,2,8,8.0,4.5,1.5,7.875,143.0,4.0,2,2,9,9.3333,0.0,1.0714,10.6071,163.0,4.5,1,6.0,9.0,1.1667,10.5,1.5,3.0,7.0,1.0,6.0,99.0,25.0,1,6.0,9.0,1.1667,10.5,1.5,3.0,0,6.0,6.0,6.0,1.0,7.0,99.0,1,5.3333,3.375,0.9375,11.8125,5.0625,0.0,7.0,3.0,2.0,90.0,22.0,1,5.3333,3.375,0.9375,11.8125,5.0625,0.0,0,5.3333,2.0,2.0,3.0,7.0,90.0
824944,2026-03-29T17:35:00+00:00,Final,Truist Park,144,Atlanta Braves,118,Kansas City Royals,656550,Grant Holmes,607625,Seth Lugo,1,4,0,0,2,2,0,1.0,6.0,1.0,5.0,2,1.0,6.0,1.0,5.0,2,1.0,,6.0,1.0,,,,1.0,1.0,6.0,1.0,6.0,1.0,0.973,0,1,2,,1,4,6,2,1,2,0,2,0.0,1.0,6.0,-5.0,2,0.0,1.0,6.0,-5.0,-2,,0.0,,,1.0,6.0,,0.0,0.0,1.0,6.0,1.0,6.0,0.027,0,1,2,,0,-4,2,6,0,2,0,2,1.0,10,0.973,104,204,2,0.0,1,0.0,0,2,2,0.0,-10,0.027,103,202,14,2.5,4,1.5,2,2,1.0,5.0,1,2,2,7,6.0,1.5,0.8333,10.5,100.0,3.5,2,2,5,6.3333,11.3684,2.2105,8.5263,111.0,2.5,1,5.0,5.4,1.4,7.2,3.6,1.8,4.0,2.0,5.0,76.0,22.0,1,5.0,5.4,1.4,7.2,3.6,1.8,0,5.0,3.0,5.0,2.0,4.0,76.0,1,6.3333,0.0,0.7895,4.2632,0.0,0.0,3.0,,5.0,77.0,24.0,1,6.3333,0.0,0.7895,4.2632,0.0,0.0,0,6.3333,0.0,5.0,0.0,3.0,77.0
822837,2026-03-29T17:37:00+00:00,Final,Rogers Centre,141,Toronto Blue Jays,133,Athletics,641778,Eric Lauer,806960,Luis Morales,5,2,1,0,2,2,0,1.0,5.5,4.5,1.0,2,1.0,5.5,4.5,1.0,2,1.0,,5.5,4.5,,,1.0,1.0,1.0,5.5,4.5,5.5,4.5,0.599,0,1,2,,1,1,8,7,1,2,0,2,0.0,4.5,5.5,-1.0,2,0.0,4.5,5.5,-1.0,-2,,0.0,,,4.5,5.5,0.0,0.0,0.0,4.5,5.5,4.5,5.5,0.401,0,1,2,,0,-1,7,8,0,2,0,2,1.0,2,0.599,103,201,2,0.5,2,0.5,0,2,2,0.0,-2,0.401,103,200,13,2.5,5,1.5,2,2,1.0,1.0,1,2,2,10,8.6667,6.2308,1.3846,12.4615,135.0,5.0,2,2,9,8.6667,5.1923,2.1923,5.1923,148.0,4.5,1,5.3333,3.375,0.75,15.1875,1.6875,1.6875,9.0,1.0,3.0,87.0,20.0,1,5.3333,3.375,0.75,15.1875,1.6875,1.6875,0,5.3333,2.0,3.0,1.0,9.0,87.0,1,4.3333,10.3846,1.6154,10.3846,4.1538,6.2308,5.0,2.0,5.0,71.0,20.0,1,4.3333,10.3846,1.6154,10.3846,4.1538,6.2308,0,4.3333,5.0,5.0,2.0,5.0,71.0
