game_pk,game_date_utc,team_side,team_id,team_name,team_abbrev,opponent_team_id,opponent_team_name,opponent_team_abbrev,probable_pitcher_id,probable_pitcher_name,games_played,wins,losses,win_pct,runs_scored_avg,runs_allowed_avg,run_diff_avg,recent_games,recent_win_pct,recent_runs_scored_avg,recent_runs_allowed_avg,recent_run_diff_avg,streak,home_win_pct,away_win_pct,home_runs_scored_avg,home_runs_allowed_avg,away_runs_scored_avg,away_runs_allowed_avg,one_run_win_pct,recent3_win_pct,recent5_win_pct,recent3_runs_scored_avg,recent3_runs_allowed_avg,recent5_runs_scored_avg,recent5_runs_allowed_avg,pythag_win_pct,carryover_weight,rest_days,played_yesterday,games_last_7_days,travel_distance_km,last_game_was_home,last_game_margin,last_game_runs_scored,last_game_runs_allowed,last_game_won,standings_wins,standings_losses,standings_games_played,standings_win_pct,standings_run_diff,standings_pythag_win_pct,standings_carryover_weight,standings_league_id,standings_division_id,standings_league_rank,standings_league_games_back,standings_division_rank,standings_division_games_back,boxscore_recent_games,boxscore_carryover_weight,boxscore_batting_runs_avg,boxscore_batting_hits_avg,boxscore_batting_walks_avg,boxscore_batting_strikeouts_avg,boxscore_batting_home_runs_avg,boxscore_batting_doubles_avg,boxscore_batting_triples_avg,boxscore_batting_stolen_bases_avg,boxscore_batting_left_on_base_avg,boxscore_batting_at_bats_avg,boxscore_batting_obp_proxy_avg,boxscore_batting_slg_proxy_avg,boxscore_pitching_runs_allowed_avg,boxscore_pitching_hits_allowed_avg,boxscore_pitching_walks_allowed_avg,boxscore_pitching_strikeouts_avg,boxscore_pitching_home_runs_allowed_avg,boxscore_fielding_errors_avg,bullpen_recent_games,bullpen_games_with_relief,bullpen_relievers_used,bullpen_innings_pitched,bullpen_era,bullpen_whip,bullpen_k_per_9,bullpen_pitches,bullpen_avg_relievers_per_game,bullpen_carryover_weight,pitcher_recent_appearances,pitcher_recent_innings_pitched,pitcher_recent_era,pitcher_recent_whip,pitcher_recent_k_per_9,pitcher_recent_bb_per_9,pitcher_recent_hr_per_9,pitcher_recent_strikeouts,pitcher_recent_walks,pitcher_recent_hits_allowed,pitcher_recent_pitches,pitcher_recent_batters_faced,pitcher_season_appearances,pitcher_season_innings_pitched,pitcher_season_era,pitcher_season_whip,pitcher_season_k_per_9,pitcher_season_bb_per_9,pitcher_season_hr_per_9,pitcher_days_since_last_appearance,pitcher_last_appearance_innings_pitched,pitcher_last_appearance_earned_runs,pitcher_last_appearance_hits,pitcher_last_appearance_walks,pitcher_last_appearance_strikeouts,pitcher_last_appearance_pitches,pitcher_profile_age,pitcher_profile_height_inches,pitcher_profile_weight_lbs,pitcher_profile_throws_right,pitcher_profile_throws_left,pitcher_profile_bats_right,pitcher_profile_bats_left
825106,2026-04-01T19:40:00+00:00,home,109,Arizona Diamondbacks,AZ,116,Detroit Tigers,DET,668678,Zac Gallen,0.7,0.35,0.35,0.5,7.0,5.5,1.5,0.7,0.5,7.0,5.5,1.5,0.35,0.5,,7.0,5.5,,,,0.5,0.5,7.0,5.5,7.0,5.5,0.6183,0.35,,,0,,,,,,,0.35,0.35,0.7,0.5,1.05,0.6183,0.35,104,203,6,0.7,4,0.7,0.7,0.35,7.0,11.5,1.5,5.5,1.5,4.5,0.0,0.5,18.0,35.0,0.3559,0.5786,5.5,7.5,5.0,7.5,0.5,2.0,0.7,0.7,2.1,3.0333,6.2308,1.1538,10.3846,45.15,3.0,0.35,1,4.0,9.0,1.75,4.5,4.5,2.25,2.0,2.0,5.0,76.0,19.0,1,4.0,9.0,1.75,4.5,4.5,2.25,6,4.0,4.0,5.0,2.0,2.0,76.0,30,74.0,189.0,1,0,1,0
825106,2026-04-01T19:40:00+00:00,away,116,Detroit Tigers,DET,109,Arizona Diamondbacks,AZ,669373,Tarik Skubal,0.7,0.0,0.7,0.0,4.5,6.5,-2.0,0.7,0.0,4.5,6.5,-2.0,-0.7,,0.0,,,4.5,6.5,0.0,0.0,0.0,4.5,6.5,4.5,6.5,0.324,0.35,,,0,,,,,,,0.0,0.7,0.7,0.0,-1.4,0.324,0.35,103,202,14,0.525,5,0.525,0.7,0.35,4.5,9.5,5.5,12.5,1.5,1.0,1.0,1.0,23.0,36.5,0.358,0.4623,6.5,7.5,1.5,8.0,3.0,0.0,0.7,0.7,2.45,2.3333,8.1,0.9,12.15,37.1,3.5,0.35,1,6.0,0.0,0.5,9.0,0.0,0.0,6.0,,3.0,74.0,22.0,1,6.0,0.0,0.5,9.0,0.0,0.0,6,6.0,0.0,3.0,0.0,6.0,74.0,29,75.0,240.0,0,1,1,0
823321,2026-04-01T20:10:00+00:00,home,135,San Diego Padres,SD,137,San Francisco Giants,SF,601713,Nick Pivetta,0.7,0.7,0.0,1.0,5.5,3.5,2.0,0.7,1.0,5.5,3.5,2.0,0.7,1.0,,5.5,3.5,,,1.0,1.0,1.0,5.5,3.5,5.5,3.5,0.7118,0.35,,,0,,,,,,,0.7,0.0,0.7,1.0,1.4,0.7118,0.35,104,203,2,0.35,2,0.35,0.7,0.35,5.5,10.0,2.0,6.0,1.5,1.5,0.0,2.5,11.5,32.0,0.3532,0.4995,3.5,6.0,5.0,11.5,1.5,0.5,0.7,0.7,3.5,3.85,0.8182,0.7273,10.6364,66.85,5.0,0.35,1,3.0,18.0,3.3333,12.0,9.0,0.0,4.0,3.0,7.0,69.0,19.0,1,3.0,18.0,3.3333,12.0,9.0,0.0,6,3.0,6.0,7.0,3.0,4.0,69.0,33,77.0,210.0,1,0,1,0
823321,2026-04-01T20:10:00+00:00,away,137,San Francisco Giants,SF,135,San Diego Padres,SD,605288,Adrian Houser,0.35,0.35,0.0,1.0,6.0,4.0,2.0,0.35,1.0,6.0,4.0,2.0,0.35,,1.0,,,6.0,4.0,,1.0,1.0,6.0,4.0,6.0,4.0,0.6923,0.35,,,0,,,,,,,0.35,0.0,0.35,1.0,0.7,0.6923,0.35,104,203,5,0.525,3,0.525,0.35,0.35,6.0,6.0,2.0,17.0,2.0,0.0,0.0,0.0,7.0,33.0,0.2286,0.3636,4.0,8.0,4.0,8.0,0.0,0.0,0.35,0.35,1.4,1.4,2.25,0.75,6.75,19.95,4.0,0.35,0,,,,,,,,,,,,0,,,,,,,,,,,,,,33,76.0,227.0,1,0,1,0
823157,2026-04-01T20:10:00+00:00,home,136,Seattle Mariners,SEA,147,New York Yankees,NYY,669923,George Kirby,0.7,0.35,0.35,0.5,2.0,4.5,-2.5,0.7,0.5,2.0,4.5,-2.5,-0.35,0.5,,2.0,4.5,,,,0.5,0.5,2.0,4.5,2.0,4.5,0.1649,0.35,,,0,,,,,,,0.35,0.35,0.7,0.5,-1.75,0.1649,0.35,103,200,11,0.175,4,0.0,0.7,0.35,2.0,5.0,5.0,10.0,1.0,0.0,0.0,0.5,11.5,28.0,0.3051,0.3006,4.5,7.5,3.0,7.5,2.5,0.0,0.7,0.7,2.1,2.1,9.0,2.3333,4.5,35.0,3.0,0.35,1,6.0,1.5,0.6667,9.0,3.0,1.5,6.0,2.0,2.0,90.0,22.0,1,6.0,1.5,0.6667,9.0,3.0,1.5,5,6.0,1.0,2.0,2.0,6.0,90.0,28,76.0,215.0,1,0,1,0
823157,2026-04-01T20:10:00+00:00,away,147,New York Yankees,NYY,136,Seattle Mariners,SEA,693645,Cam Schlittler,0.35,0.35,0.0,1.0,4.0,2.0,2.0,0.35,1.0,4.0,2.0,2.0,0.35,1.0,,4.0,2.0,,,,1.0,1.0,4.0,2.0,4.0,2.0,0.8,0.35,,,0,,,,,,,0.35,0.0,0.35,1.0,0.7,0.8,0.35,103,201,3,0.0,1,0.0,0.35,0.35,4.0,7.0,4.0,10.0,2.0,1.0,0.0,0.0,15.0,29.0,0.3333,0.4828,2.0,7.0,4.0,13.0,1.0,0.0,0.35,0.35,1.4,1.2833,2.4545,1.3636,14.7273,30.1,4.0,0.35,1,5.3333,0.0,0.1875,13.5,0.0,0.0,8.0,,1.0,68.0,17.0,1,5.3333,0.0,0.1875,13.5,0.0,0.0,5,5.3333,0.0,1.0,0.0,8.0,68.0,25,78.0,215.0,1,0,1,0
824136,2026-04-01T23:40:00+00:00,home,118,Kansas City Royals,KC,142,Minnesota Twins,MIN,702070,Noah Cameron,0.35,0.0,0.35,0.0,4.0,7.0,-3.0,0.35,0.0,4.0,7.0,-3.0,-0.35,0.0,,4.0,7.0,,,,0.0,0.0,4.0,7.0,4.0,7.0,0.2462,0.35,,,0,,,,,,,0.0,0.35,0.35,0.0,-1.05,0.2462,0.35,103,202,13,0.35,4,0.35,0.35,0.35,4.0,7.0,1.0,10.0,1.0,2.0,0.0,2.0,12.0,35.0,0.2222,0.3429,7.0,10.0,3.0,5.0,1.0,0.0,0.35,0.35,1.75,1.75,5.4,1.2,3.6,24.15,5.0,0.35,0,,,,,,,,,,,,0,,,,,,,,,,,,,,26,75.0,220.0,0,1,0,1
824136,2026-04-01T23:40:00+00:00,away,142,Minnesota Twins,MIN,118,Kansas City Royals,KC,657746,Joe Ryan,0.35,0.0,0.35,0.0,3.0,5.0,-2.0,0.35,0.0,3.0,5.0,-2.0,-0.35,,0.0,,,3.0,5.0,,0.0,0.0,3.0,5.0,3.0,5.0,0.2647,0.35,,,0,,,,,,,0.0,0.35,0.35,0.0,-0.7,0.2647,0.35,103,202,12,0.35,3,0.35,0.35,0.35,3.0,8.0,3.0,11.0,1.0,2.0,0.0,1.0,15.0,34.0,0.2973,0.3824,5.0,10.0,2.0,5.0,2.0,1.0,0.35,0.35,1.4,1.05,3.0,1.3333,6.0,22.4,4.0,0.35,1,5.3333,0.0,0.5625,11.8125,3.375,0.0,7.0,2.0,1.0,85.0,19.0,1,5.3333,0.0,0.5625,11.8125,3.375,0.0,6,5.3333,0.0,1.0,2.0,7.0,85.0,29,74.0,205.0,1,0,1,0
823970,2026-04-02T00:20:00+00:00,home,119,Los Angeles Dodgers,LAD,114,Cleveland Guardians,CLE,808967,Yoshinobu Yamamoto,1.4,1.4,0.0,1.0,5.75,3.25,2.5,1.4,1.0,5.75,3.25,2.5,1.4,1.0,1.0,6.5,4.5,5.0,2.0,1.0,1.0,1.0,6.3333,4.0,5.75,3.25,0.7579,0.35,,,0,,,,,,,1.4,0.0,1.4,1.0,3.5,0.7579,0.35,104,203,1,0.0,1,0.0,1.4,0.35,5.75,7.25,4.5,8.5,2.25,1.5,0.0,0.0,11.25,32.5,0.3139,0.4821,3.25,7.5,4.75,11.5,0.75,0.0,1.4,1.4,6.3,6.65,2.8421,1.2105,12.7895,112.35,4.5,0.35,1,6.0,3.0,0.8333,9.0,0.0,1.5,6.0,,5.0,95.0,21.0,1,6.0,3.0,0.8333,9.0,0.0,1.5,7,6.0,2.0,5.0,0.0,6.0,95.0,27,70.0,176.0,1,0,1,0
823970,2026-04-02T00:20:00+00:00,away,114,Cleveland Guardians,CLE,119,Los Angeles Dodgers,LAD,668909,Gavin Williams,0.35,0.35,0.0,1.0,7.0,4.0,3.0,0.35,1.0,7.0,4.0,3.0,0.35,,1.0,,,7.0,4.0,,1.0,1.0,7.0,4.0,7.0,4.0,0.7538,0.35,,,0,,,,,,,0.35,0.0,0.35,1.0,1.05,0.7538,0.35,103,202,2,0.0,2,0.0,0.35,0.35,7.0,10.0,3.0,5.0,1.0,3.0,1.0,0.0,13.0,36.0,0.3333,0.5,4.0,7.0,1.0,10.0,1.0,0.0,0.35,0.35,1.75,1.75,1.8,0.8,12.6,26.25,5.0,0.35,1,5.0,5.4,1.6,12.6,10.8,1.8,7.0,6.0,2.0,89.0,22.0,1,5.0,5.4,1.6,12.6,10.8,1.8,6,5.0,3.0,2.0,6.0,7.0,89.0,26,78.0,250.0,1,0,0,1
