game_id,game_date_utc,team_side,team_id,team_name,team_abbr,opponent_team_id,opponent_team_name,elo_pre,games_played,wins,losses,win_pct,points_scored_avg,points_allowed_avg,point_diff_avg,recent_games,recent_win_pct,recent_points_scored_avg,recent_points_allowed_avg,recent_point_diff_avg,recent3_win_pct,recent5_win_pct,recent3_point_diff_avg,recent5_point_diff_avg,home_win_pct,away_win_pct,home_points_scored_avg,away_points_scored_avg,home_points_allowed_avg,away_points_allowed_avg,streak,rest_days,back_to_back,games_last_7_days,games_last_14_days,last_game_margin,last_game_won,previous_season_win_pct,previous_season_games,standings_wins,standings_losses,standings_games_played,standings_win_pct,standings_points_diff_total,standings_points_diff_avg,standings_conference,standings_division,standings_conference_rank,standings_conference_games_back,standings_division_rank,standings_division_games_back,boxscore_points_avg,boxscore_recent_points_avg,boxscore_opponent_points_avg,boxscore_recent_opponent_points_avg,boxscore_margin_avg,boxscore_recent_margin_avg,boxscore_estimated_possessions_avg,boxscore_recent_estimated_possessions_avg,boxscore_offensive_rating_avg,boxscore_recent_offensive_rating_avg,boxscore_defensive_rating_avg,boxscore_recent_defensive_rating_avg,boxscore_net_rating_avg,boxscore_recent_net_rating_avg,boxscore_fieldGoalPct_avg,boxscore_recent_fieldGoalPct_avg,boxscore_threePointFieldGoalPct_avg,boxscore_recent_threePointFieldGoalPct_avg,boxscore_freeThrowPct_avg,boxscore_recent_freeThrowPct_avg,boxscore_totalRebounds_avg,boxscore_recent_totalRebounds_avg,boxscore_offensiveRebounds_avg,boxscore_recent_offensiveRebounds_avg,boxscore_defensiveRebounds_avg,boxscore_recent_defensiveRebounds_avg,boxscore_assists_avg,boxscore_recent_assists_avg,boxscore_turnovers_avg,boxscore_recent_turnovers_avg,boxscore_steals_avg,boxscore_recent_steals_avg,boxscore_blocks_avg,boxscore_recent_blocks_avg,boxscore_fastBreakPoints_avg,boxscore_recent_fastBreakPoints_avg,boxscore_pointsInPaint_avg,boxscore_recent_pointsInPaint_avg,boxscore_turnoverPoints_avg,boxscore_recent_turnoverPoints_avg,boxscore_leadChanges_avg,boxscore_recent_leadChanges_avg,boxscore_leadPercentage_avg,boxscore_recent_leadPercentage_avg,boxscore_effective_field_goal_pct_avg,boxscore_recent_effective_field_goal_pct_avg,boxscore_true_shooting_pct_avg,boxscore_recent_true_shooting_pct_avg,boxscore_rebound_share_avg,boxscore_recent_rebound_share_avg,player_rotation_player_count,player_top3_points_avg,player_top3_rebounds_avg,player_top3_assists_avg,player_top3_minutes_avg,player_top5_points_avg,player_top5_usage_proxy_avg,player_bench_points_avg,player_guard_points_avg,player_forward_points_avg,player_center_points_avg,player_top_player_points_avg,player_top_player_rebounds_avg,player_top_player_assists_avg,player_top_player_minutes_avg,player_second_player_points_avg,player_third_player_points_avg,absence_last_game_inactive_count,absence_last_game_missing_points_estimate,absence_last_game_missing_rebounds_estimate,absence_last_game_missing_assists_estimate,absence_last_game_missing_minutes_estimate,roster_roster_player_count,roster_roster_avg_age,roster_roster_avg_height_inches,roster_roster_avg_weight_lbs,roster_roster_total_salary,roster_roster_guard_count,roster_roster_forward_count,roster_roster_center_count,roster_current_injury_out_count,roster_current_injury_doubtful_count,roster_current_injury_questionable_count,roster_current_injury_suspended_count,roster_current_injury_points_impact,roster_current_injury_rebounds_impact,roster_current_injury_assists_impact,roster_current_injury_minutes_impact
401810945,2026-03-30T02:00:00+00:00,home,7,Denver Nuggets,DEN,9,Golden State Warriors,1637.2426107118931,181,108,73,0.5966850828729282,119.29281767955801,116.35911602209944,2.9337016574585637,10,0.8,128.3,118.6,9.7,1.0,1.0,5.0,7.4,0.6179775280898876,0.5760869565217391,119.87640449438203,118.72826086956522,115.32584269662921,117.3586956521739,5,1,0,3,7,6,1,0.6274509803921569,102,108,73,181,0.5966850828729282,531.0,2.9337016574585637,Western,Northwest,2,4.0,2,4.0,,,,,,,101.74696132596685,103.816,,,,,,,49.569060773480665,51.2,38.04419889502763,42.6,78.0939226519337,79.9,44.77900552486188,45.4,10.524861878453038,8.6,34.25414364640884,36.8,29.14917127071823,33.3,13.353591160220995,11.9,7.45303867403315,6.3,4.348066298342541,3.2,17.132596685082873,20.1,52.850828729281766,52.6,18.066298342541437,18.3,7.745454545454545,7.4,51.92727272727273,51.6,0.5686497886063269,0.6036424250370407,,,0.5119948298316864,0.5070740678374632,16,63.45454545454545,23.90909090909091,22.636363636363637,104.0,93.10227272727272,153.10227272727272,56.93181818181818,83.0530303030303,37.73863636363637,29.242424242424242,23.90909090909091,14.363636363636363,13.272727272727273,36.36363636363637,25.818181818181817,13.727272727272727,5,8.916666666666668,7.583333333333333,1.3333333333333333,25.833333333333336,18,26.944444444444443,78.0,220.44444444444446,187214031.0,10,6,2,0,0,0,0,34.4798619868292,13.71789500723927,6.199110270421746,87.40890254526619
401810945,2026-03-30T02:00:00+00:00,away,9,Golden State Warriors,GS,7,Denver Nuggets,1421.0806983689881,180,99,81,0.55,113.7,111.62777777777778,2.0722222222222224,10,0.4,116.0,120.8,-4.8,1.0,0.6,4.666666666666667,-3.2,0.5955056179775281,0.5054945054945055,114.66292134831461,112.75824175824175,111.66292134831461,111.5934065934066,3,1,0,3,7,5,1,0.5784313725490197,102,99,81,180,0.55,373.0,2.0722222222222224,Western,Pacific,7,12.5,3,6.5,,,,,,,101.25355555555555,104.23599999999999,,,,,,,45.605555555555554,47.3,35.95,34.0,77.34444444444445,80.8,43.82222222222222,40.4,11.883333333333333,11.7,31.93888888888889,28.7,28.72222222222222,27.6,14.311111111111112,17.5,9.572222222222223,9.8,4.538888888888889,4.4,13.8,11.7,44.477777777777774,49.2,18.211111111111112,23.3,7.153846153846154,6.6,46.88461538461539,40.3,0.5433685251442151,0.5522384509528372,,,0.49699777968650555,0.5043463873859275,16,56.27272727272727,13.818181818181818,11.727272727272727,97.9090909090909,70.68383838383838,111.49595959595959,101.74170274170274,104.79848484848485,27.84848484848485,39.778571428571425,23.0,3.0,3.0,34.0,16.09090909090909,17.181818181818183,0,0,0,0,0,18,29.166666666666668,77.5,213.22222222222223,204724986.0,10,4,4,6,0,0,0,77.02710284575988,23.55037378425825,17.35053045658573,144.60025573596647
401810946,2026-03-30T23:00:00+00:00,home,14,Miami Heat,MIA,20,Philadelphia 76ers,1518.2748055998018,174,82,92,0.47126436781609193,114.54022988505747,114.04597701149426,0.4942528735632184,10,0.3,121.0,127.1,-6.1,0.3333333333333333,0.2,-7.0,-9.4,0.5172413793103449,0.42528735632183906,115.52873563218391,113.55172413793103,114.13793103448276,113.95402298850574,-2,0,1,4,7,-17,0,0.422680412371134,97,82,92,174,0.47126436781609193,86.0,0.4942528735632184,Eastern,Southeast,9,60.0,2,6.5,,,,,,,102.3055172413793,104.696,,,,,,,46.37356321839081,46.2,36.05747126436781,32.5,78.94252873563218,81.5,44.793103448275865,42.3,10.804597701149426,10.5,33.98850574712644,31.8,27.350574712643677,28.4,13.21264367816092,11.6,8.580459770114942,7.9,4.068965517241379,3.7,16.017241379310345,17.0,50.52873563218391,53.2,16.67241379310345,12.5,6.37037037037037,6.4,54.592592592592595,42.8,0.5389163645135977,0.5377679171104217,,,0.49369039591315433,0.48641755985031665,17,60.75555555555555,19.305555555555557,10.777777777777777,98.52222222222221,89.33131313131312,133.42979797979797,70.15443722943724,77.01226551226551,46.09166666666667,36.38181818181818,27.2,10.5,3.5,35.8,19.88888888888889,13.666666666666666,4,28.0,8.0,5.833333333333333,54.333333333333336,18,25.833333333333332,77.55555555555556,220.33333333333334,186447145.0,9,6,3,1,0,0,0,31.918840579710146,7.145652173913044,5.158695652173913,54.70434782608696
401810946,2026-03-30T23:00:00+00:00,away,20,Philadelphia 76ers,PHI,14,Miami Heat,1550.2432367503689,166,69,97,0.41566265060240964,112.3855421686747,115.7289156626506,-3.3433734939759034,10,0.7,120.0,119.2,0.8,0.6666666666666666,0.8,1.3333333333333333,7.0,0.42857142857142855,0.4024390243902439,112.63095238095238,112.13414634146342,115.80952380952381,115.64634146341463,2,1,0,3,6,4,1,0.3333333333333333,87,69,97,166,0.41566265060240964,-555.0,-3.3433734939759034,Eastern,Atlantic,13,69.0,5,69.0,,,,,,,101.17939393939393,104.032,,,,,,,45.68484848484849,47.7,34.07272727272727,32.0,79.39393939393939,78.1,41.67878787878788,45.0,11.163636363636364,11.5,30.515151515151516,33.5,23.733333333333334,25.7,13.115151515151515,12.2,9.284848484848485,9.2,5.036363636363636,7.0,16.527272727272727,19.7,48.375757575757575,55.2,16.927272727272726,15.0,7.109090909090909,7.0,50.763636363636365,45.4,0.5273925289505559,0.5399305615943651,,,0.47838398983467467,0.4955272472383568,17,66.2,17.7,16.3,109.6,125.2,182.2,88.02604617604618,83.8,74.87604617604617,43.25,26.0,7.0,8.0,43.0,20.4,19.8,4,23.419444444444444,9.655555555555555,5.413888888888889,57.00555555555555,18,26.833333333333332,78.77777777777777,217.88888888888889,192968328.0,6,8,3,1,0,0,0,1.9285714285714286,1.7857142857142858,0.2857142857142857,7.5
401810947,2026-03-30T23:30:00+00:00,home,1,Atlanta Hawks,ATL,2,Boston Celtics,1611.066779601463,167,85,82,0.5089820359281437,117.77245508982035,117.9940119760479,-0.2215568862275449,10,0.8,121.1,111.3,9.8,0.6666666666666666,0.8,1.3333333333333333,11.8,0.5421686746987951,0.47619047619047616,117.89156626506023,117.6547619047619,117.44578313253012,118.53571428571429,1,1,0,4,7,10,1,0.4444444444444444,90,85,82,167,0.5089820359281437,-37.0,-0.2215568862275449,Eastern,Southeast,7,53.5,1,0.0,,,,,,,104.55421686746988,102.324,,,,,,,47.1566265060241,47.5,35.84939759036145,36.1,77.41566265060241,79.3,44.036144578313255,44.1,11.44578313253012,13.0,32.59036144578313,31.1,29.837349397590362,29.5,14.156626506024097,13.0,9.58433734939759,9.6,4.891566265060241,4.0,17.397590361445783,18.1,53.493975903614455,51.2,19.64457831325301,17.1,6.283018867924528,5.2,51.056603773584904,72.7,0.5477841720138132,0.5577055717765866,,,0.4952231848412906,0.5192785740852722,16,59.3,19.4,16.825,101.35,89.61111111111111,142.05833333333334,47.602164502164506,67.55681818181819,60.8231240981241,8.833333333333334,22.625,8.625,9.25,36.625,23.3,13.375,4,6.5,2.25,1.5,13.0,18,25.5,78.66666666666667,211.22222222222223,179679552.0,9,7,2,0,0,0,0,0.0,0.0,0.0,0.0
401810947,2026-03-30T23:30:00+00:00,away,2,Boston Celtics,BOS,1,Atlanta Hawks,1741.0680413872672,176,124,52,0.7045454545454546,114.91477272727273,106.5,8.414772727272727,10,0.7,112.0,106.4,5.6,1.0,0.8,10.666666666666666,5.4,0.7078651685393258,0.7011494252873564,115.76404494382022,114.04597701149426,106.58426966292134,106.41379310344827,3,0,1,3,7,15,1,0.6875,96,124,52,176,0.7045454545454546,1481.0,8.414772727272727,Eastern,Atlantic,2,19.0,2,19.0,,,,,,,97.95954545454546,97.05600000000001,,,,,,,46.21590909090909,45.4,36.50568181818182,35.1,80.0625,86.0,45.82954545454545,46.7,12.045454545454545,11.7,33.78409090909091,35.0,25.102272727272727,23.9,11.619318181818182,11.9,7.301136363636363,6.5,5.375,3.1,11.840909090909092,10.0,42.29545454545455,44.2,14.210227272727273,16.8,7.056603773584905,7.4,62.9622641509434,62.7,0.5536003257612298,0.5351800377688962,,,0.5169239232294958,0.5423619426816104,15,60.535353535353536,15.11111111111111,14.858585858585858,102.74747474747474,91.21717171717171,144.25050505050507,37.906060606060606,79.83535353535353,29.62121212121212,19.666666666666668,27.11111111111111,6.111111111111111,6.0,34.666666666666664,15.333333333333334,18.09090909090909,0,0,0,0,0,16,26.25,78.8125,221.0625,187052708.0,9,3,4,1,0,0,0,51.144118327379275,17.4433999845794,11.351345447068802,89.27803764339014
401810948,2026-03-31T00:00:00+00:00,home,29,Memphis Grizzlies,MEM,21,Phoenix Suns,1275.9618951612968,172,78,94,0.45348837209302323,117.99418604651163,118.22674418604652,-0.23255813953488372,10,0.2,110.6,124.9,-14.3,0.3333333333333333,0.2,-11.333333333333334,-19.2,0.47674418604651164,0.43023255813953487,119.18604651162791,116.80232558139535,117.03488372093024,119.4186046511628,1,1,0,3,8,1,1,0.46236559139784944,93,78,94,172,0.45348837209302323,-40.0,-0.23255813953488372,Eastern,Central,11,63.0,4,37.5,,,,,,,104.92790697674418,104.316,,,,,,,46.68023255813954,43.4,35.96511627906977,33.5,79.02906976744185,79.3,45.29651162790697,36.8,12.273255813953488,9.8,33.02325581395349,27.0,28.02906976744186,24.7,15.11046511627907,13.3,8.784883720930232,10.5,5.267441860465116,3.8,15.796511627906977,15.9,51.81395348837209,44.2,19.808139534883722,17.3,8.423076923076923,8.1,43.30769230769231,22.9,0.542681639390984,0.5119313806809973,,,0.5024220330673411,0.41291324205150176,15,21.166666666666664,10.666666666666666,6.833333333333333,86.5,49.022222222222226,78.61111111111111,113.49873737373737,79.67373737373737,82.84722222222223,0,10.666666666666666,5.0,1.3333333333333333,30.5,7.5,3.0,2,20.357142857142858,3.857142857142857,6.428571428571429,49.023809523809526,21,25.285714285714285,78.28571428571429,208.04761904761904,133187436.0,11,9,1,8,0,0,0,140.71281587301144,50.91209238991722,40.66392018743658,279.7216290824648
401810948,2026-03-31T00:00:00+00:00,away,21,Phoenix Suns,PHX,29,Memphis Grizzlies,1520.6332058726425,165,83,82,0.503030303030303,113.12727272727273,113.77575757575758,-0.6484848484848484,10,0.4,116.5,112.1,4.4,0.6666666666666666,0.4,15.0,8.2,0.5833333333333334,0.41975308641975306,112.92857142857143,113.33333333333333,111.36904761904762,116.27160493827161,1,1,0,2,6,25,1,0.48863636363636365,88,83,82,165,0.503030303030303,-107.0,-0.6484848484848484,Western,Pacific,8,21.0,4,15.0,,,,,,,99.70243902439024,98.292,,,,,,,46.701219512195124,47.0,36.83536585365854,38.0,79.09756097560975,76.4,42.896341463414636,41.7,11.152439024390244,11.8,31.74390243902439,29.9,26.51219512195122,25.6,13.402439024390244,10.6,8.50609756097561,8.5,4.573170731707317,4.5,13.74390243902439,12.1,42.707317073170735,40.0,17.841463414634145,13.8,6.320754716981132,7.3,51.867924528301884,63.7,0.550116902608563,0.5575944211931001,,,0.49357317054911054,0.502201921061079,16,63.63636363636364,12.454545454545455,14.454545454545455,94.45454545454545,83.2840909090909,126.18181818181819,54.60551948051948,91.10779220779222,41.96363636363636,4.818181818181818,28.545454545454547,3.6363636363636362,5.909090909090909,33.81818181818182,23.818181818181817,11.272727272727273,0,0,0,0,0,18,25.833333333333332,78.44444444444444,215.5,162337811.0,8,8,2,4,0,0,0,41.60118183703089,15.785265049415992,4.9591194968553465,80.62194173750777
401810949,2026-03-31T00:00:00+00:00,home,24,San Antonio Spurs,SA,4,Chicago Bulls,1834.9302695303927,167,97,70,0.5808383233532934,116.61676646706587,114.0059880239521,2.6107784431137726,10,0.9,124.3,109.6,14.7,1.0,1.0,27.333333333333332,19.6,0.6463414634146342,0.5176470588235295,118.52439024390245,114.7764705882353,114.67073170731707,113.36470588235294,8,2,0,2,7,32,1,0.5227272727272727,88,97,70,167,0.5808383233532934,436.0,2.6107784431137726,Western,Northwest,5,8.0,3,8.0,,,,,,,101.75185628742516,101.02000000000001,,,,,,,47.50898203592814,49.4,35.66467065868263,37.2,77.7125748502994,81.0,45.16167664670659,50.2,11.203592814371257,12.4,33.958083832335326,37.8,28.35928143712575,31.6,13.233532934131736,11.6,8.005988023952096,6.6,5.479041916167665,5.5,16.34131736526946,15.6,49.65269461077844,53.4,16.473053892215567,13.9,5.456140350877193,2.2,67.56140350877193,82.0,0.5523659367450996,0.576255605567844,,,0.5051604580746097,0.5680180736032093,15,58.361111111111114,19.25,13.097222222222221,89.06944444444444,85.6861111111111,139.98333333333332,59.69141414141414,67.26388888888889,72.25252525252526,5.861111111111111,25.77777777777778,12.11111111111111,4.0,29.88888888888889,14.25,18.333333333333332,2,2.25,5.0,1.0,14.25,18,26.72222222222222,78.88888888888889,221.16666666666666,175732468.0,5,10,3,1,0,0,0,4.1875,1.625,1.875,8.1875
401810949,2026-03-31T00:00:00+00:00,away,4,Chicago Bulls,CHI,24,San Antonio Spurs,1340.632773769336,167,74,93,0.4431137724550898,117.19161676646706,120.09580838323353,-2.904191616766467,10,0.3,122.5,128.3,-5.8,0.0,0.2,-13.0,-7.2,0.46511627906976744,0.41975308641975306,116.17441860465117,118.27160493827161,118.54651162790698,121.74074074074075,-3,1,0,4,7,-1,0,0.4827586206896552,87,74,93,167,0.4431137724550898,-485.0,-2.904191616766467,Eastern,Central,12,64.5,5,39.0,,,,,,,104.80289156626505,108.38399999999999,,,,,,,46.92168674698795,47.8,36.22289156626506,34.8,79.29518072289157,79.4,45.77710843373494,47.6,10.216867469879517,11.5,35.56024096385542,36.1,28.85542168674699,28.3,14.373493975903614,15.3,7.608433734939759,7.4,4.927710843373494,5.4,18.048192771084338,16.9,51.59036144578313,57.4,18.379518072289155,19.8,8.518518518518519,7.9,34.5,33.0,0.5510314173525368,0.5525229526081384,,,0.49960784988095136,0.5133469308716679,13,55.88636363636364,20.87878787878788,18.96969696969697,99.43181818181819,88.13636363636364,137.3348484848485,58.49761904761905,66.93181818181819,67.94660894660895,11.755555555555555,16.181818181818183,9.181818181818182,12.090909090909092,35.81818181818182,22.454545454545453,17.25,3,17.410714285714285,11.017857142857142,1.3571428571428572,43.39285714285714,18,24.61111111111111,77.27777777777777,210.27777777777777,176219107.0,8,8,2,7,0,0,0,70.71161616161616,35.11666666666667,13.996897546897547,163.98506493506494
