game_pk,game_date_utc,status,venue_name,home_team_id,home_team_name,away_team_id,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,home_score,away_score,target_home_team_win,is_doubleheader,home_team_games_played,home_team_wins,home_team_losses,home_team_win_pct,home_team_runs_scored_avg,home_team_runs_allowed_avg,home_team_run_diff_avg,home_team_recent_games,home_team_recent_win_pct,home_team_recent_runs_scored_avg,home_team_recent_runs_allowed_avg,home_team_recent_run_diff_avg,home_team_streak,home_team_home_win_pct,home_team_away_win_pct,home_team_home_runs_scored_avg,home_team_home_runs_allowed_avg,home_team_away_runs_scored_avg,home_team_away_runs_allowed_avg,home_team_one_run_win_pct,home_team_recent3_win_pct,home_team_recent5_win_pct,home_team_recent3_runs_scored_avg,home_team_recent3_runs_allowed_avg,home_team_recent5_runs_scored_avg,home_team_recent5_runs_allowed_avg,home_team_pythag_win_pct,home_team_rest_days,home_team_played_yesterday,home_team_games_last_7_days,home_team_travel_distance_km,home_team_last_game_was_home,home_team_last_game_margin,home_team_last_game_runs_scored,home_team_last_game_runs_allowed,home_team_last_game_won,away_team_games_played,away_team_wins,away_team_losses,away_team_win_pct,away_team_runs_scored_avg,away_team_runs_allowed_avg,away_team_run_diff_avg,away_team_recent_games,away_team_recent_win_pct,away_team_recent_runs_scored_avg,away_team_recent_runs_allowed_avg,away_team_recent_run_diff_avg,away_team_streak,away_team_home_win_pct,away_team_away_win_pct,away_team_home_runs_scored_avg,away_team_home_runs_allowed_avg,away_team_away_runs_scored_avg,away_team_away_runs_allowed_avg,away_team_one_run_win_pct,away_team_recent3_win_pct,away_team_recent5_win_pct,away_team_recent3_runs_scored_avg,away_team_recent3_runs_allowed_avg,away_team_recent5_runs_scored_avg,away_team_recent5_runs_allowed_avg,away_team_pythag_win_pct,away_team_rest_days,away_team_played_yesterday,away_team_games_last_7_days,away_team_travel_distance_km,away_team_last_game_was_home,away_team_last_game_margin,away_team_last_game_runs_scored,away_team_last_game_runs_allowed,away_team_last_game_won,home_standings_wins,home_standings_losses,home_standings_games_played,home_standings_win_pct,home_standings_run_diff,home_standings_pythag_win_pct,home_standings_league_id,home_standings_division_id,home_standings_league_rank,home_standings_league_games_back,home_standings_division_rank,home_standings_division_games_back,away_standings_wins,away_standings_losses,away_standings_games_played,away_standings_win_pct,away_standings_run_diff,away_standings_pythag_win_pct,away_standings_league_id,away_standings_division_id,away_standings_league_rank,away_standings_league_games_back,away_standings_division_rank,away_standings_division_games_back,h2h_games,h2h_recent_games,h2h_home_team_recent_win_pct,h2h_home_team_recent_run_diff_avg,h2h_last_meeting_home_team_won,home_boxscore_recent_games,home_boxscore_batting_runs_avg,home_boxscore_batting_hits_avg,home_boxscore_batting_walks_avg,home_boxscore_batting_strikeouts_avg,home_boxscore_batting_home_runs_avg,home_boxscore_batting_doubles_avg,home_boxscore_batting_triples_avg,home_boxscore_batting_stolen_bases_avg,home_boxscore_batting_left_on_base_avg,home_boxscore_batting_at_bats_avg,home_boxscore_batting_obp_proxy_avg,home_boxscore_batting_slg_proxy_avg,home_boxscore_pitching_runs_allowed_avg,home_boxscore_pitching_hits_allowed_avg,home_boxscore_pitching_walks_allowed_avg,home_boxscore_pitching_strikeouts_avg,home_boxscore_pitching_home_runs_allowed_avg,home_boxscore_fielding_errors_avg,away_boxscore_recent_games,away_boxscore_batting_runs_avg,away_boxscore_batting_hits_avg,away_boxscore_batting_walks_avg,away_boxscore_batting_strikeouts_avg,away_boxscore_batting_home_runs_avg,away_boxscore_batting_doubles_avg,away_boxscore_batting_triples_avg,away_boxscore_batting_stolen_bases_avg,away_boxscore_batting_left_on_base_avg,away_boxscore_batting_at_bats_avg,away_boxscore_batting_obp_proxy_avg,away_boxscore_batting_slg_proxy_avg,away_boxscore_pitching_runs_allowed_avg,away_boxscore_pitching_hits_allowed_avg,away_boxscore_pitching_walks_allowed_avg,away_boxscore_pitching_strikeouts_avg,away_boxscore_pitching_home_runs_allowed_avg,away_boxscore_fielding_errors_avg,home_bullpen_recent_games,home_bullpen_games_with_relief,home_bullpen_relievers_used,home_bullpen_innings_pitched,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_pitches,home_bullpen_avg_relievers_per_game,away_bullpen_recent_games,away_bullpen_games_with_relief,away_bullpen_relievers_used,away_bullpen_innings_pitched,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_pitches,away_bullpen_avg_relievers_per_game,home_pitcher_recent_appearances,home_pitcher_recent_innings_pitched,home_pitcher_recent_era,home_pitcher_recent_whip,home_pitcher_recent_k_per_9,home_pitcher_recent_bb_per_9,home_pitcher_recent_hr_per_9,home_pitcher_recent_strikeouts,home_pitcher_recent_walks,home_pitcher_recent_hits_allowed,home_pitcher_recent_pitches,home_pitcher_recent_batters_faced,home_pitcher_season_appearances,home_pitcher_season_innings_pitched,home_pitcher_season_era,home_pitcher_season_whip,home_pitcher_season_k_per_9,home_pitcher_season_bb_per_9,home_pitcher_season_hr_per_9,home_pitcher_days_since_last_appearance,home_pitcher_last_appearance_innings_pitched,home_pitcher_last_appearance_earned_runs,home_pitcher_last_appearance_hits,home_pitcher_last_appearance_walks,home_pitcher_last_appearance_strikeouts,home_pitcher_last_appearance_pitches,away_pitcher_recent_appearances,away_pitcher_recent_innings_pitched,away_pitcher_recent_era,away_pitcher_recent_whip,away_pitcher_recent_k_per_9,away_pitcher_recent_bb_per_9,away_pitcher_recent_hr_per_9,away_pitcher_recent_strikeouts,away_pitcher_recent_walks,away_pitcher_recent_hits_allowed,away_pitcher_recent_pitches,away_pitcher_recent_batters_faced,away_pitcher_season_appearances,away_pitcher_season_innings_pitched,away_pitcher_season_era,away_pitcher_season_whip,away_pitcher_season_k_per_9,away_pitcher_season_bb_per_9,away_pitcher_season_hr_per_9,away_pitcher_days_since_last_appearance,away_pitcher_last_appearance_innings_pitched,away_pitcher_last_appearance_earned_runs,away_pitcher_last_appearance_hits,away_pitcher_last_appearance_walks,away_pitcher_last_appearance_strikeouts,away_pitcher_last_appearance_pitches,home_pitcher_profile_age,home_pitcher_profile_height_inches,home_pitcher_profile_weight_lbs,home_pitcher_profile_throws_right,home_pitcher_profile_throws_left,home_pitcher_profile_bats_right,home_pitcher_profile_bats_left,away_pitcher_profile_age,away_pitcher_profile_height_inches,away_pitcher_profile_weight_lbs,away_pitcher_profile_throws_right,away_pitcher_profile_throws_left,away_pitcher_profile_bats_right,away_pitcher_profile_bats_left
824861,2026-03-31T22:35:00+00:00,Scheduled,Oriole Park at Camden Yards,110,Baltimore Orioles,140,Texas Rangers,621107,Zach Eflin,594798,Jacob deGrom,,,,0,165,92,73,0.5576,4.8545,4.3152,0.5394,15,0.5333,5.0,4.6,0.4,-1,0.5432,0.5714,4.6296,4.321,5.0714,4.3095,0.4375,0.6667,0.8,6.6667,4.0,7.2,3.2,0.5586,367,0,0,,0,-6,2,8,0,165,80,85,0.4848,4.1939,4.5152,-0.3212,15,0.5333,4.4,4.3333,0.0667,1,0.5422,0.4268,4.1205,3.8675,4.2683,5.1707,0.5652,0.6667,0.8,4.6667,2.0,5.6,3.2,0.4632,366,0,0,,1,3,4,1,1,92,73,165,0.5576,89,0.5586,103,201,3,4.0,2,4.0,80,85,165,0.4848,-53,0.4632,103,200,11,16.0,3,10.0,7,7,0.7143,1.8571,0,15,5.0,9.3333,3.0667,9.2,1.6667,1.4667,0.0,0.4667,14.4,35.5333,0.314,0.4344,4.6,7.7333,3.5333,8.5333,1.2667,0.3333,15,4.4,8.0,2.9333,7.8667,1.3333,1.2667,0.0667,0.9333,12.7333,33.7333,0.2839,0.3819,4.3333,9.0,2.8667,8.4667,0.9333,0.8667,5,5,17,21.6667,2.9077,1.4308,7.0615,351.0,3.4,5,5,21,19.0,2.3684,1.1579,9.9474,330.0,4.2,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,31,78.0,220.0,1,0,1,0,37,76.0,180.0,1,0,0,1
824537,2026-03-31T22:40:00+00:00,Scheduled,Great American Ball Park,113,Cincinnati Reds,134,Pittsburgh Pirates,682227,Brandon Williamson,696149,Bubba Chandler,,,,0,163,77,86,0.4724,4.3129,4.2945,0.0184,15,0.4,3.7333,4.5333,-0.8,-1,0.4756,0.4691,4.4024,4.7927,4.2222,3.7901,0.3488,0.3333,0.2,2.3333,3.0,1.8,3.0,0.5021,368,0,0,,1,-2,4,6,0,164,77,87,0.4695,4.1037,4.5549,-0.4512,15,0.4,3.0667,4.4667,-1.4,1,0.4815,0.4578,4.2346,4.7901,3.9759,4.3253,0.4906,0.3333,0.6,4.0,4.6667,5.0,4.0,0.448,367,0,0,,0,1,4,3,1,77,86,163,0.4724,3,0.5021,104,205,11,23.5,4,16.0,77,87,164,0.4695,-74,0.448,104,205,12,24.0,5,16.5,13,13,0.3846,0.1538,0,15,3.7333,7.3333,3.2,7.8,0.6667,1.2,0.3333,0.6667,12.6,32.2667,0.2879,0.336,4.5333,8.4,2.8,8.4,1.5333,0.2,15,3.0667,6.9333,3.1333,9.7333,1.2,1.2667,0.0667,1.1333,13.8667,32.6667,0.2784,0.3593,4.4667,7.2,3.9333,8.6,0.7333,0.7333,5,4,17,16.0,5.625,1.3125,9.0,244.0,3.4,5,5,23,22.3333,4.0299,1.4776,11.2836,437.0,4.6,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,27,78.0,210.0,0,1,1,0,23,75.0,206.0,1,0,0,0
823485,2026-03-31T22:40:00+00:00,Scheduled,Citizens Bank Park,143,Philadelphia Phillies,120,Washington Nationals,691725,Andrew Painter,676571,PJ Poulin,,,,0,163,96,67,0.589,4.8528,4.135,0.7178,15,0.4667,4.5333,4.6,-0.0667,2,0.6667,0.5122,5.0617,3.9753,4.6463,4.2927,0.5349,0.6667,0.6,5.3333,4.0,5.2,5.4,0.5794,368,0,0,,0,4,7,3,1,163,71,92,0.4356,4.0675,4.7301,-0.6626,15,0.2667,2.8667,4.6,-1.7333,-2,0.4634,0.4074,4.0732,4.6341,4.0617,4.8272,0.3784,0.3333,0.4,4.0,5.3333,5.0,4.8,0.4251,368,0,0,,1,-4,3,7,0,96,67,163,0.589,117,0.5794,104,204,2,4.5,1,0.0,71,92,163,0.4356,-108,0.4251,104,204,13,29.5,4,25.0,14,14,0.7143,1.7143,1,15,4.5333,8.1333,2.7333,10.4,1.3333,1.5333,0.2,1.1333,12.7333,33.5333,0.2922,0.4084,4.6,8.5333,3.4,9.6,1.1333,0.3333,15,2.8667,7.5333,2.6,8.2,0.7333,0.9333,0.1333,1.1333,14.3333,33.0,0.2801,0.3241,4.6,7.5333,3.2,8.6,1.1333,0.4,5,5,19,20.0,4.5,1.5,9.0,365.0,3.8,5,5,19,19.3333,6.0517,1.3966,7.4483,329.0,3.8,0,,,,,,,,,,,,0,,,,,,,,,,,,,,2,1.6667,0.0,1.8,5.4,10.8,0.0,1.0,2.0,1.0,38.0,8.0,2,1.6667,0.0,1.8,5.4,10.8,0.0,2,0.6667,0.0,0.0,1.0,1.0,14.0,22,79.0,215.0,1,0,1,0,29,73.0,195.0,0,1,1,0
823888,2026-03-31T22:40:00+00:00,Scheduled,loanDepot park,146,Miami Marlins,145,Chicago White Sox,676083,Janson Junk,607200,Erick Fedde,,,,0,164,63,101,0.3841,3.9329,5.1768,-1.2439,15,0.5333,5.4,5.6667,-0.2667,-1,0.3735,0.3951,4.2289,5.988,3.6296,4.3457,0.5333,0.6667,0.8,3.6667,3.0,6.8,3.0,0.366,367,0,0,,1,-1,3,4,0,164,42,122,0.2561,3.1463,4.9817,-1.8354,15,0.6,4.2667,3.3333,0.9333,3,0.2892,0.2222,3.1446,4.6988,3.1481,5.2716,0.3095,1.0,0.8,7.0,2.0,5.8,2.0,0.2851,368,0,0,,1,7,8,1,1,63,101,164,0.3841,-204,0.366,104,204,14,38.0,5,33.5,42,122,164,0.2561,-301,0.2851,103,202,15,53.5,5,52.0,3,3,0.6667,1.0,1,15,5.4,9.7333,3.5333,10.0667,1.1333,1.8,0.4,0.8,16.4,35.5333,0.3346,0.4346,5.6667,9.3333,4.0667,7.4,1.5333,1.0,15,4.2667,7.6667,2.6,8.2,1.4,1.1333,0.0667,0.3333,13.1333,34.2,0.2738,0.3792,3.3333,7.1333,4.2,9.4,0.8667,0.1333,5,5,11,19.0,1.4211,1.2105,8.0526,307.0,2.2,5,5,16,17.6667,2.5472,1.3019,10.1887,323.0,3.2,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,30,74.0,197.0,1,0,1,0,33,76.0,205.0,1,0,1,0
822836,2026-03-31T23:07:00+00:00,Scheduled,Rogers Centre,141,Toronto Blue Jays,115,Colorado Rockies,453286,Max Scherzer,663372,Ryan Feltner,,,,0,165,76,89,0.4606,4.1515,4.5939,-0.4424,15,0.2667,3.2667,5.0667,-1.8,1,0.4819,0.439,4.1446,4.9277,4.1585,4.2561,0.3878,0.3333,0.2,3.6667,5.6667,3.4,8.0,0.4495,367,0,0,,1,6,8,2,1,163,61,102,0.3742,4.1963,5.7178,-1.5215,15,0.3333,4.1333,5.8667,-1.7333,-4,0.4568,0.2927,4.8889,5.8272,3.5122,5.6098,0.5417,0.0,0.2,1.6667,6.0,3.8,7.4,0.3501,367,0,0,,0,-1,2,3,0,76,89,165,0.4606,-73,0.4495,103,201,12,20.0,5,20.0,61,102,163,0.3742,-248,0.3501,104,203,15,39.5,5,39.5,3,3,0.6667,-0.3333,1,15,3.2667,7.7333,3.4,7.5333,0.5333,1.2667,0.1333,0.4,15.8667,32.6,0.3022,0.3279,5.0667,8.2667,3.7333,8.0,1.2667,0.4667,15,4.1333,7.7333,3.1333,11.2,1.1333,2.0,0.2,0.6667,13.6667,32.8667,0.2982,0.4083,5.8667,10.2667,4.0,7.6,2.0,0.6,5,5,20,25.0,7.56,1.6,7.92,422.0,4.0,5,5,18,20.0,8.1,2.0,10.8,379.0,3.6,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,41,75.0,208.0,1,0,1,0,29,76.0,190.0,1,0,1,0
824942,2026-03-31T23:15:00+00:00,Scheduled,Truist Park,144,Atlanta Braves,133,Athletics,660761,José Suarez,650644,Aaron Civale,,,,0,164,89,75,0.5427,4.3354,3.7683,0.5671,15,0.5333,4.6667,3.6,1.0667,-2,0.5679,0.5181,3.9012,3.8889,4.759,3.6506,0.4091,0.3333,0.2,3.3333,3.6667,3.8,4.6,0.5696,366,0,0,,0,-1,3,4,0,164,70,94,0.4268,3.9756,4.6829,-0.7073,15,0.3333,3.2,4.6667,-1.4667,1,0.4691,0.3855,3.9877,4.6543,3.9639,4.7108,0.5185,0.3333,0.2,4.3333,3.3333,3.8,3.8,0.4189,366,0,0,,0,7,7,0,1,89,75,164,0.5427,93,0.5696,104,204,7,12.0,3,7.5,70,94,164,0.4268,-116,0.4189,103,200,13,25.5,4,19.5,3,3,0.6667,0.6667,1,15,4.6667,9.0667,3.4,9.0,1.8667,1.2667,0.1333,0.4667,15.8,34.7333,0.3212,0.449,3.6,6.7333,2.6,9.4,1.0,0.3333,15,3.2,7.3333,2.7333,9.2,1.0,1.4,0.1333,0.4667,13.2667,33.6,0.2708,0.3498,4.6667,8.6,3.6,8.2,1.4667,0.2667,5,5,20,17.6667,6.1132,0.9623,10.6981,265.0,4.0,5,5,15,15.0,3.6,1.4,9.6,261.0,3.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,28,70.0,225.0,0,1,0,1,30,73.0,245.0,1,0,1,0
824699,2026-03-31T23:40:00+00:00,Scheduled,Wrigley Field,112,Chicago Cubs,108,Los Angeles Angels,592791,Jameson Taillon,667755,José Soriano,,,,0,166,84,82,0.506,4.5241,4.1747,0.3494,15,0.4667,3.7333,4.2,-0.4667,-1,0.5301,0.4819,3.8916,3.4458,5.1566,4.9036,0.451,0.3333,0.2,4.6667,6.6667,3.0,5.4,0.5401,366,0,0,,0,-7,1,8,0,163,63,100,0.3865,3.9018,4.9387,-1.0368,15,0.2,3.6,6.0667,-2.4667,-7,0.3951,0.378,3.9506,5.0123,3.8537,4.8659,0.4583,0.0,0.0,3.0,8.3333,2.2,7.4,0.3843,368,0,0,,0,-7,1,8,0,84,82,166,0.506,58,0.5401,104,205,9,18.0,3,10.5,63,100,163,0.3865,-169,0.3843,103,200,14,32.0,5,26.0,3,3,0.6667,0.6667,1,15,3.7333,7.0667,3.6667,7.4,0.6,1.3333,0.0667,0.8,15.2,32.5333,0.287,0.3084,4.2,8.7333,3.1333,6.7333,1.1333,0.2667,15,3.6,7.9333,3.0667,10.3333,0.8667,1.4,0.0667,0.8667,16.4,34.4667,0.2888,0.3459,6.0667,9.8,3.8,7.4667,1.8,1.0667,5,5,19,22.6667,4.7647,1.6324,8.7353,429.0,3.8,5,5,15,15.6667,10.9149,2.1702,8.0426,323.0,3.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,1,6.0,0.0,1.0,10.5,6.0,0.0,7.0,4.0,2.0,91.0,24.0,1,6.0,0.0,1.0,10.5,6.0,0.0,5,6.0,0.0,2.0,4.0,7.0,91.0,34,77.0,230.0,1,0,1,0,27,75.0,220.0,1,0,1,0
823807,2026-03-31T23:40:00+00:00,Scheduled,American Family Field,158,Milwaukee Brewers,139,Tampa Bay Rays,605540,Brandon Woodruff,663556,Shane McClanahan,,,,0,163,93,70,0.5706,4.7791,3.9571,0.8221,15,0.4667,4.2,4.2667,-0.0667,-2,0.5802,0.561,4.5309,3.9877,5.0244,3.9268,0.5283,0.3333,0.6,2.6667,3.0,4.2,3.0,0.5933,368,0,0,,0,-2,2,4,0,163,81,82,0.4969,3.7239,4.0798,-0.3558,15,0.5333,2.5333,2.6,-0.0667,1,0.5244,0.4691,3.7561,4.0,3.6914,4.1605,0.5849,0.6667,0.6,3.6667,2.3333,3.2,2.4,0.4545,367,0,0,,1,1,3,2,1,93,70,163,0.5706,134,0.5933,104,205,4,7.5,1,0.0,81,82,163,0.4969,-58,0.4545,103,201,10,14.0,4,14.0,3,3,0.6667,3.6667,1,15,4.2,7.6667,2.9333,11.0,0.7333,1.2667,0.3333,2.0,13.9333,33.0667,0.2801,0.3408,4.2667,7.9333,3.5333,10.2667,1.2,0.7333,15,2.5333,6.9333,1.8667,9.0667,0.8,0.9333,0.0667,0.5333,13.0,31.7333,0.2588,0.3245,2.6,6.6,1.9333,10.2,0.5333,0.5333,5,5,18,22.3333,2.0149,0.8955,7.6567,349.0,3.6,5,5,14,16.0,3.375,1.125,9.5625,254.0,2.8,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,33,76.0,241.0,1,0,0,1,28,75.0,210.0,0,1,0,1
823077,2026-03-31T23:45:00+00:00,Scheduled,Busch Stadium,138,St. Louis Cardinals,121,New York Mets,669467,Andre Pallante,673540,Kodai Senga,,,,0,164,85,79,0.5183,4.1463,4.4085,-0.2622,15,0.6667,4.8,3.4,1.4,2,0.5542,0.4815,4.1566,4.2169,4.1358,4.6049,0.5686,0.6667,0.6,5.3333,3.3333,6.0,4.6,0.4694,368,0,0,,1,2,5,3,1,164,90,74,0.5488,4.7073,4.2744,0.4329,15,0.6,4.2667,3.8,0.4667,1,0.5679,0.5301,4.716,4.1235,4.6988,4.4217,0.6364,0.3333,0.6,1.3333,2.3333,3.4,2.8,0.5481,366,0,0,,0,2,3,1,1,85,79,164,0.5183,-43,0.4694,104,205,8,16.0,2,8.5,90,74,164,0.5488,71,0.5481,104,204,6,11.0,2,6.5,6,6,0.3333,-1.0,0,15,4.8,9.0,3.4,7.6,1.0,2.0,0.3333,0.4,15.8667,33.8,0.3274,0.4223,3.4,8.3333,2.0,8.2,0.9333,0.5333,15,4.2667,7.4667,3.4,8.5333,1.2667,1.2,0.0667,0.5333,14.1333,32.4,0.2942,0.3785,3.8,6.9333,3.3333,9.6667,0.7333,0.4,5,5,17,16.0,3.9375,1.6875,8.4375,271.0,3.4,5,5,14,14.6667,3.6818,1.2955,9.8182,270.0,2.8,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,27,72.0,215.0,1,0,1,0,33,73.0,202.0,1,0,0,1
824212,2026-04-01T00:10:00+00:00,Scheduled,Daikin Park,117,Houston Astros,111,Boston Red Sox,686613,Hunter Brown,678394,Brayan Bello,,,,0,163,89,74,0.546,4.5644,4.0061,0.5583,15,0.6,4.0,4.0667,-0.0667,-1,0.5663,0.525,4.8072,3.9157,4.3125,4.1,0.4,0.6667,0.6,2.6667,2.3333,2.8,3.4,0.5649,367,0,0,,1,-2,1,3,0,165,82,83,0.497,4.5939,4.5879,0.0061,15,0.4667,3.2667,3.4667,-0.2,-1,0.4634,0.5301,4.4756,4.8902,4.7108,4.2892,0.5806,0.6667,0.4,3.0,2.3333,2.4,3.2,0.5007,367,0,0,,0,-3,1,4,0,89,74,163,0.546,91,0.5649,103,200,4,6.0,1,0.0,82,83,165,0.497,1,0.5007,103,201,9,14.0,3,14.0,6,6,0.6667,1.6667,0,15,4.0,8.2,3.4667,7.4,1.0,1.5333,0.0,0.4667,16.2667,33.5333,0.3019,0.3613,4.0667,8.6667,2.6,9.6667,1.2,0.6667,15,3.2667,6.8667,3.1333,9.6,0.7333,1.4667,0.0667,1.1333,13.2667,32.9333,0.268,0.3207,3.4667,8.0667,2.8667,7.4,0.6667,0.5333,5,5,15,15.0,3.6,1.2667,13.8,305.0,3.0,5,5,16,17.3333,0.5192,0.8654,6.2308,233.0,3.2,1,4.6667,0.0,1.7143,17.3571,7.7143,0.0,9.0,4.0,4.0,102.0,22.0,1,4.6667,0.0,1.7143,17.3571,7.7143,0.0,6,4.6667,0.0,4.0,4.0,9.0,102.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,27,74.0,220.0,1,0,1,0,26,73.0,195.0,1,0,1,0
